"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","interv_t_First.Click","interv_t_Last.Click","interv_t_Page.Submit","interv_t_Click.Count","hb_1","hb_2","hb_3","hb_4","check_5","hb_t_First.Click","hb_t_Last.Click","hb_t_Page.Submit","hb_t_Click.Count","nat_1","nat_2r","nat_3","nat_4","nat_5","nat_6r","nat_t_First.Click","nat_t_Last.Click","nat_t_Page.Submit","nat_t_Click.Count","medSkept_1","medSkept_2r","medSkept_3","medSkept_4","medSkept_5r","medSkept_6r","medSkept_t_First.Click","medSkept_t_Last.Click","medSkept_t_Page.Submit","medSkept_t_Click.Count","diseaseRare_1","diseaseRare_2","diseaseRare_3r","diseaseRare_4","diseaseRare_5r","diseaseRare_t_First.Click","diseaseRare_t_Last.Click","diseaseRare_t_Page.Submit","diseaseRare_t_Click.Count","diseaseSevere_1r","diseaseSevere_2","diseaseSevere_3","diseaseSevere_4r","diseaseSevere_5","diseaseSevere_t_First.Click","diseaseSevere_t_Last.Click","diseaseSevere_t_Page.Submit","diseaseSevere_t_Click.Count","vaccEff_1","vaccEff_2r","vaccEff_3r","vaccEff_4","vaccEff_t_First.Click","vaccEff_t_Last.Click","vaccEff_t_Page.Submit","vaccEff_t_Click.Count","vaccDanger_1","vaccDanger_2r","vaccDanger_3","vaccDanger_4r","check_3","vaccDanger_t_First.Click","vaccDanger_t_Last.Click","vaccDanger_t_Page.Submit","vaccDanger_t_Click.Count","vaccTox_1r","vaccTox_2","vaccTox_3","vaccTox_4r","vaccTox_t_First.Click","vaccTox_t_Last.Click","vaccTox_t_Page.Submit","vaccTox_t_Click.Count","vaccStrain_1","vaccStrain_2r","vaccStrain_3","vaccStrain_4r","vaccStrain_5","vaccStrain_t_First.Click","vaccStrain_t_Last.Click","vaccStrain_t_Page.Submit","vaccStrain_t_Click.Count","vaccIntent_1r","vaccIntent_2","vaccIntent_3r","vaccIntent_4","vaccIntent_5r","vaccIntent_t_First.Click","vaccIntent_t_Last.Click","vaccIntent_t_Page.Submit","vaccIntent_t_Click.Count","parentExpert_1","parentExpert_2","parentExpert_3","parentExpert_4r","parentExpert_5r","parentExpert_t_First.Click","parentExpert_t_Last.Click","parentExpert_t_Page.Submit","parentExpert_t_Click.Count","infantImmLimCap_1","infantImmLimCap_2r","infantImmLimCap_3","infantImmLimCap_4","infantImmLimCap_5r","infantImmLimCap_t_First.Click","infantImmLimCap_t_Last.Click","infantImmLimCap_t_Page.Submit","infantImmLimCap_t_Click.Count","infantImmWeak_1","infantImmWeak_2","infantImmWeak_3","infantImmWeak_4r","infantImmWeak_5r","infantImmWeak_t_First.Click","infantImmWeak_t_Last.Click","infantImmWeak_t_Page.Submit","infantImmWeak_t_Click.Count","overpar_1","overpar_2","overpar_3","overpar_4r","overpar_5r","overpar_t_First.Click","overpar_t_Last.Click","overpar_t_Page.Submit","overpar_t_Click.Count","comments","workerId","assignmentId","hitId","study_time","payment","condition"
"64","2019-06-06 10:28:26","2019-06-06 10:35:02","0","6c19c31a9fd8a69d","100","395","1","2019-06-06 10:35:03","R_3nfv2unvmGXtLfv","","","","",40.73,-74.19,"anonymous","EN","","","","","5","1","5","1","5","2.932","53.097","54.457","6","2","5","3","2","1","3","2.506","21.76","22.783","6","3","6","5","3","1","6","5.281","28.807","29.982","10","1","3","6","2","5","1.304","16.301","17.712","6","1","7","7","1","7","1.524","16.277","17.841","8","7","1","1","7","3.448","13.665","14.716","4","1","7","2","7","3","1.913","12.899","13.743","6","6","2","2","7","1.467","13.708","15.032","5","1","6","2","6","2","1.453","52.254","54.324","8","1","7","1","7","1","1.647","16.447","19.046","6","2","1","7","6","6","1.735","23.623","24.689","8","5","3","5","5","3","3.599","19.426","20.2","6","3","5","5","5","3","1.233","24.351","25.522","8","5","2","2","3","5","3.35","19.7","21.866","5","","d2ce0f359788956a","3VJ40NV2QIN7AMZGUQEJGJ9BYKOTOX","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"65","2019-06-06 10:30:14","2019-06-06 10:35:04","0","54377b8434c19f06","100","289","1","2019-06-06 10:35:04","R_2fiLmYKGJKPAR9N","","","","",44.66,-123.13,"anonymous","EN","","","","","4","2","5","2","5","23.689","34.972","36.946","5","4","7","4","1","4","7","4.335","18.584","19.866","6","7","4","7","6","1","5","2.941","21.09","21.949","6","2","2","6","2","6","3.598","15.137","16.249","5","2","6","7","2","7","2.916","11.169","12.384","5","6","2","1","6","5.711","14.593","15.247","4","1","3","5","6","3","3.463","15.094","15.842","5","4","1","7","3","5.08","12.421","13.185","4","3","6","2","4","5","2.482","16.963","18.327","5","1","7","5","7","1","1.588","12.524","13.474","5","5","5","2","3","5","4.776","16.93","18.504","5","5","5","4","5","5","2.672","14.872","15.682","5","6","4","4","3","5","4.381","12.687","13.336","5","5","6","6","5","5","3.32","13.662","14.444","5","","500c82144f6ba814","34MAJL3QP4NY7CR4WRTJK8Z8NUC34H","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"66","2019-06-06 10:29:02","2019-06-06 10:35:04","0","9030ba8ab5ea6ead","100","361","1","2019-06-06 10:35:04","R_3gLaa0no0r3z62k","","","","",40.06,-75.08,"anonymous","EN","0","0","94.298","0","1","1","1","1","5","1.588","22.412","23.511","5","6","5","1","1","1","3","1.576","19.779","20.54","9","5","6","4","2","2","6","3.962","26.99","27.673","11","1","6","6","3","2","3.42","22.591","24.049","5","1","7","7","1","7","2.804","9.846","10.068","7","7","1","1","7","2.541","10.27","11.053","4","1","7","1","7","3","2.223","9.468","10.06","5","7","1","1","7","2.017","11.084","12.295","6","1","7","1","7","1","4.073","16.155","16.42","6","1","7","1","7","1","1.47","10.617","11.962","5","4","2","2","7","7","3.163","15.088","15.668","6","7","1","7","7","1","4.429","13.823","14.234","6","7","7","7","1","1","1.643","7.932","8.626","5","6","5","2","6","5","3.789","21.384","22.583","10","","8f3404713a1f5fd8","3LYA37P8IQNOO9KKWCV598MG88EKBE","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"67","2019-06-06 10:23:41","2019-06-06 10:35:11","0","652e5b8fddb08641","100","690","1","2019-06-06 10:35:12","R_25XtSzlNrus7WdF","","","","",38.1,-78.41,"anonymous","EN","0","0","165.396","0","5","2","3","3","5","26.338","51.174","52.522","5","7","5","6","5","2","1","25.267","48.679","50.452","7","7","6","6","4","1","6","5.303","30.68","31.819","6","5","6","6","2","6","4.168","26.368","27.206","7","2","6","7","2","7","6.622","26.28","28.372","5","6","5","5","6","5.235","27.386","28.971","6","2","4","6","7","3","4.477","20.801","21.979","5","6","1","4","6","5.968","18.38","19.969","5","5","6","5","4","5","6.687","27.509","29.117","6","2","7","2","7","1","2.442","23.389","24.696","5","4","3","6","7","7","8.181","27.306","28.494","5","4","5","4","6","5","5.595","22.318","24.129","5","7","5","4","5","5","4.107","20.86","22.289","6","7","7","6","6","6","3.391","22.218","23.312","6","NO. vERY GOOD STUDY.","abcf756b98384c3c","3GS6S824SQXHKI3YOGJHOEG5C4ZWN9","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"68","2019-06-06 10:29:08","2019-06-06 10:35:20","0","3967233e7e1680ae","100","372","1","2019-06-06 10:35:21","R_3fPhfoNBCJw7g3t","","","","",41.27,-96.04,"anonymous","EN","","","","","6","2","6","4","5","3.521","20.731","21.847","5","6","5","3","2","4","3","4.615","22.598","24.14","6","5","7","1","1","2","7","4.955","19.177","22.14","6","2","2","6","2","5","4.11","19.638","20.904","5","1","6","6","1","7","1.68","12.872","14.039","5","6","2","1","7","4.115","16.218","17.576","4","1","6","1","7","3","3.773","14.076","16.172","5","5","1","4","6","1.523","16.075","17.603","4","3","6","3","3","4","4.026","16.665","17.66","5","7","7","1","7","1","2.123","60.018","63.126","5","5","3","2","3","6","4.576","20.28","37.273","5","6","3","3","6","5","2.437","22.357","24.059","9","1","5","3","4","5","2.126","14.399","15.764","5","5","3","2","3","7","3.465","17.089","19.032","5","","46c032f0a7f2929a","3TPWUS5F891YTE67ZQA383MTD0NWCT","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"69","2019-06-06 10:29:14","2019-06-06 10:35:22","0","05fc7cbce154e2b4","100","367","1","2019-06-06 10:35:22","R_6rHB7gldX9sGSVH","","","","",37.09,-113.56,"anonymous","EN","","","","","7","5","7","6","5","2.681","22.285","23.147","7","5","5","5","3","1","1","2.438","29.68","30.59","8","5","5","5","5","1","5","4.787","24.604","25.229","7","1","1","5","1","5","2.131","19.113","20.336","7","2","7","7","1","7","1.969","15.099","15.802","6","6","5","3","5","2.95","21.222","22.118","5","2","5","1","6","3","2.462","19.983","20.832","7","5","1","3","5","2.356","16.824","17.718","5","6","5","1","3","3","2.697","18.96","19.758","7","1","7","1","7","1","2.587","20.956","21.546","7","3","3","3","5","6","6.069","30.489","31.36","9","5","3","1","5","3","2.974","18.344","19.383","6","5","6","5","3","3","2.301","23.46","24.373","6","5","7","3","2","7","2.113","22.063","22.823","6","","72770428e973d84b","3BXQMRHWKZYYAWTTHFPGTB68MYGMU2","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"70","2019-06-06 10:24:11","2019-06-06 10:35:39","0","201ccc495158cb37","100","687","1","2019-06-06 10:35:39","R_2zGbMCQjZVaTzWv","","","","",43.02,-76.17,"anonymous","EN","","","","","3","5","3","5","5","7.193","18.11","19.201","7","4","6","5","3","2","3","9.995","28.491","29.205","6","2","5","3","2","2","6","139.657","158.986","159.747","6","2","2","6","2","6","4.976","15.009","16.146","7","1","6","6","1","7","3.834","17.645","17.949","8","6","6","2","6","3.548","15.506","16.816","5","2","5","2","6","3","9.611","21.598","22.01","10","6","2","2","6","3.976","19.296","20.101","5","2","6","2","6","2","2.731","15.744","16.667","5","1","7","2","7","1","3.169","19.636","20.269","10","4","3","3","5","6","13.422","26.907","27.802","6","6","2","5","5","2","20.887","35.14","35.565","11","5","6","6","2","2","5.92","16.114","16.913","8","5","3","3","5","5","9.774","30.863","31.512","13","","fdf1529be8669692","3XXU1SWE8MVHS98OM5LRVDN1CSMA02","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"71","2019-06-06 10:25:36","2019-06-06 10:35:42","0","a8165cb386af6f8d","100","605","1","2019-06-06 10:35:42","R_1CKqn7jtFQsgvax","","","","",45.14,-122.86,"anonymous","EN","4.169","11.847","98.561","2","4","4","4","4","5","0.8","3.995","10.766","8","4","4","4","4","3","5","0.873","8.982","11.965","15","4","6","4","4","5","4","7.825","18.531","21.386","19","4","5","4","4","4","0.733","6.499","14.578","12","2","6","4","4","4","0.94","6.71","8.189","12","4","4","4","5","0.284","3.055","3.697","9","4","4","4","5","3","0.322","8.538","10.407","12","5","3","4","4","0.934","10.525","11.077","11","4","5","4","4","4","1.247","11.128","12.846","12","4","6","3","4","2","0.881","12.334","13.137","15","4","4","4","5","4","0.788","4.736","8.36","12","4","3","5","4","4","0.473","11.46","12.358","12","4","4","4","4","4","0.587","2.448","4.233","10","4","6","5","4","4","0.688","7.632","8.584","12","Thank you for the interesting study","7c0212fe54b309eb","39DD6S19JPBHK7VQ6405XVGEFE0ZEB","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"72","2019-06-06 10:30:00","2019-06-06 10:35:55","0","cb6da971c862171a","100","354","1","2019-06-06 10:35:55","R_1d3QF8z8O8idXvB","","","","",26.68,-80.67,"anonymous","EN","","","","","5","5","5","5","5","7.466","23.768","25.926","5","5","5","4","4","3","2","6.793","22.611","23.149","7","2","6","2","2","1","6","3.209","23.617","24.267","7","3","3","5","3","5","4.356","16.664","17.932","5","3","5","5","3","5","3.282","19.876","20.662","6","5","5","3","5","4.083","15.58","16.286","4","4","6","4","6","3","3.295","14.376","15.521","5","4","3","4","4","3.855","12.99","13.551","4","6","7","4","5","4","3.989","20.313","26.646","9","3","7","4","7","1","4.753","21.211","23.381","6","5","5","3","5","5","3.713","19.215","20.179","5","3","5","4","4","5","4.023","17.286","18.455","5","3","3","3","5","5","2.899","10.448","11.323","5","4","5","5","6","5","4.071","25.514","49.993","7","","12ec66061209a8ba","3Q5ZZ9ZEVOF24S1AMD7PGHDX3CZ58G","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"73","2019-06-06 10:19:10","2019-06-06 10:35:55","0","5015a0fd1fe7261e","100","1005","1","2019-06-06 10:35:55","R_1j6RuCG1DzIIJ6h","","","","",42.22,-83.6,"anonymous","EN","3.902","109.504","111.187","25","5","3","5","5","5","22.282","47.939","49.702","8","5","5","5","4","4","6","8.701","39.173","41.09","10","5","4","3","5","5","4","3.401","50.48","52.038","12","2","5","6","3","5","3.137","48.44","49.552","12","2","6","6","2","6","2.38","42.912","44.075","15","6","3","2","6","2.478","15.901","18.114","6","2","4","2","6","3","3.693","19.343","20.77","7","6","2","4","6","2.486","10.838","14.044","4","3","4","3","4","4","6.046","42.205","44.778","10","2","6","2","6","2","1.904","21.469","22.285","12","5","5","5","4","5","3.629","29.307","31.228","7","5","3","4","5","3","4.421","27.413","27.456","10","5","5","5","3","3","5.444","14.401","15.716","7","4","5","4","4","3","8.796","32.099","32.159","10","","e2380cded8393a62","3FUI0JHJPXYDPG80WDO0A3729UC33S","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"74","2019-06-06 10:26:41","2019-06-06 10:35:59","0","7bb1fb6a0c8409a3","100","557","1","2019-06-06 10:35:59","R_333A5zNHh6BS1py","","","","",36.4,-97.86,"anonymous","EN","","","","","2","1","2","3","5","2.687","8.6","10.157","6","3","2","4","2","1","3","19.158","23.302","25.173","6","4","2","3","2","3","2","99.666","112.92","113.96","7","2","4","2","1","3","9.07","13.046","14.31","6","4","1","2","3","3","9.266","13.33","14.318","5","3","2","3","1","6.235","11.875","12.623","4","2","1","2","4","3","4.836","10.284","11.526","5","1","7","2","2","3.312","32.195","33.449","4","2","3","4","3","1","17.508","21.955","24.545","7","3","2","2","1","7","9.445","18.186","19.128","5","2","1","3","4","3","3.053","7.069","8.839","7","2","4","3","3","3","13.513","17.416","18.504","6","3","1","3","2","1","5.463","9.23","10.376","5","1","3","3","2","2","5.666","19.1","20.85","5","Thank You","be0061a40661e2f7","37C0GNLMHF3A4RXF84SAUF5YAY4D67","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"75","2019-06-06 10:30:56","2019-06-06 10:36:04","0","9b9189c861b147d0","100","308","1","2019-06-06 10:36:05","R_3oAwcrjAZkeSc8m","","","","",40.75,-73.18,"anonymous","EN","","","","","2","1","2","1","5","3.474","13.178","14.02","5","4","5","3","6","3","5","2.34","13.201","13.812","6","5","6","3","2","4","5","2.73","17.131","18.364","8","3","4","5","4","5","3.02","14.1","14.693","5","2","6","5","2","6","1.3","10.3","10.942","6","6","1","1","6","2.117","17.271","17.936","4","1","5","3","7","3","1.506","12.122","12.604","6","6","1","2","6","2.311","8.487","9.409","4","1","4","2","5","3","2.658","12.858","13.588","6","1","7","1","7","1","2.34","10.564","11.396","5","4","4","3","4","5","5.327","16.934","17.712","5","3","4","2","2","5","12.354","21.666","22.275","5","3","3","4","4","5","1.899","12.923","13.651","8","4","5","3","6","5","2.945","13.232","13.89","7","none","ce8e0ae39d8680c7","3CCZ6YKWR7J2IXKKR5D3GD88NIH959","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"76","2019-06-06 10:29:37","2019-06-06 10:36:10","0","2c7fb5e801448c47","100","393","1","2019-06-06 10:36:10","R_R8kOUUSAx2AUVsR","","","","",27.92,-82.73,"anonymous","EN","","","","","5","4","4","3","5","2.55","24.459","25.258","9","4","5","4","2","2","2","2.607","19.014","19.812","11","6","5","5","5","3","5","3.967","25.304","26.392","10","2","2","6","2","5","3.428","23.598","24.687","9","1","6","6","2","7","3.485","14.001","14.836","9","5","2","2","6","4.402","14.901","15.788","7","2","4","4","6","3","3.247","13.07","14.137","8","5","2","4","5","3.2","15.495","17.095","7","3","5","4","3","5","3.219","23.087","24.657","8","2","6","5","6","1","1.8","13.302","14.248","8","3","3","3","5","5","3.183","20.166","21.123","8","7","1","6","6","1","3.469","17.133","18.292","8","6","6","6","2","2","2.409","12.761","13.602","8","6","5","4","3","5","35.182","51.141","52.003","8","","4e2118da61b9e3de","3TS1AR6UQQEQ6BPGIKSSOT8FHM77FE","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"77","2019-06-06 10:29:36","2019-06-06 10:36:20","0","b0c0e6a4949e5467","100","403","1","2019-06-06 10:36:20","R_12MabGfKxk4Eedx","","","","",44.06,-123.15,"anonymous","EN","","","","","5","2","4","2","5","6.728","21.528","23.241","5","4","5","3","2","2","3","4.807","25.025","27.378","7","5","5","3","3","6","6","5.914","25.276","29.545","6","2","2","5","2","4","4.054","22.158","24.75","5","2","6","6","2","5","2.51","18.95","22.609","5","6","2","2","6","4.807","15.845","17.059","5","2","5","2","6","3","3.5","14.406","16.721","5","6","2","4","5","3.864","19.956","22.182","4","5","5","4","4","4","3.742","24.914","27.716","5","2","6","3","6","2","3.522","17.032","18.725","5","3","4","3","5","6","5.461","22.402","23.684","6","4","5","4","4","4","7.784","29.891","31.167","5","3","5","5","4","4","3.721","36.174","37.695","8","3","4","2","3","6","3.953","20.361","22.785","5","","046318fdac71f4c5","3LEIZ60CDJZ0PB49YTKJ5HF3OHOZ95","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"78","2019-06-06 10:28:48","2019-06-06 10:36:25","0","be0aed831bd56385","100","456","1","2019-06-06 10:36:25","R_2a6rdEAM4LrBmGR","","","","",38.27,-77.55,"anonymous","EN","","","","","4","1","1","1","5","1.513","20.24","20.884","6","2","6","5","2","1","5","11.309","24.231","24.639","8","7","5","7","1","1","6","3.867","33.131","34.905","7","1","2","5","5","6","4.623","19.525","20.081","6","1","6","6","1","6","3.222","12.794","13.532","8","6","2","1","6","4.3","19.428","19.979","5","1","5","4","6","3","14.47","29.619","30.496","5","6","2","2","6","1.848","10.242","10.701","6","3","6","3","5","3","3.494","23.394","25.101","7","1","7","1","7","1","13.048","33","33.797","5","3","4","4","5","5","15.141","28.757","29.378","5","5","5","5","5","5","4.845","12.745","13.919","5","2","5","5","4","2","16.64","28.256","28.627","8","3","3","2","3","5","56.25","74.858","76.034","8","","f26e2973e503eecf","3TY7ZAOG5FKN4MHAYWYGPRQXH4HK0S","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"79","2019-06-06 10:17:38","2019-06-06 10:36:43","0","c0f0f8ad3ecae7ad","100","1144","1","2019-06-06 10:36:43","R_XX0OFPiXpNsL6Tf","","","","",38.62,-90.26,"anonymous","EN","0","0","302.415","0","6","5","5","4","5","5.002","26.841","28.768","5","6","5","7","4","2","2","3.259","29.306","29.968","6","6","6","4","4","2","5","2.563","17.131","17.762","6","1","2","7","2","6","1.9","18.436","19.124","5","7","7","7","1","6","2.824","12.744","13.815","6","5","4","3","5","3.772","20.565","21.266","4","3","4","4","5","3","2.171","11.284","13.02","5","6","5","5","6","6.469","14.621","15.178","4","3","5","4","5","5","5.051","19.547","20.394","5","4","6","6","6","2","2.941","17.797","18.55","5","6","6","6","4","5","7.659","20.659","21.674","5","6","5","5","5","5","4.34","26","27.941","5","6","4","4","3","5","2.643","14.267","15.345","6","7","7","7","2","2","5.751","22.527","23.117","6","Thanks, very interesting.","d46577e8a70a9dd2","3F1567XTNW5RBJ3IBX16EO3ZJE09QI","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"80","2019-06-06 10:30:25","2019-06-06 10:36:43","0","15cf453cae871642","100","378","1","2019-06-06 10:36:44","R_6uqLfacyACFIlLX","","","","",37.75,-97.82,"anonymous","EN","","","","","7","6","2","3","5","3.918","19.803","20.586","9","6","4","6","4","2","1","3.324","19.226","19.977","8","4","5","5","4","2","7","2.561","20.307","21.332","8","2","1","6","1","6","3.766","14.62","15.449","7","1","7","5","1","7","2.898","12.671","13.426","7","5","7","4","5","3.19","12.367","13.132","6","4","3","4","4","3","2.319","10.846","11.562","6","4","3","4","4","3.052","12.405","13.162","6","5","4","4","2","5","2.993","15.906","16.617","7","3","5","2","7","1","2.053","15.019","15.846","8","7","6","6","5","6","2.609","15.6","16.2","8","7","1","7","7","1","2.478","13.949","14.739","7","7","6","7","1","2","3.144","12.997","13.753","7","7","7","7","5","4","5.818","16.422","16.99","7","","451bfca43afb69af","3IFS6Q0HJIJWZ0BY7VWOMHH3KSBSIC","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"81","2019-06-06 10:18:40","2019-06-06 10:36:45","0","c47c6875b5a794be","100","1085","1","2019-06-06 10:36:46","R_1HobA552A1pNUP4","","","","",41.55,-87.46,"anonymous","EN","","","","","2","4","4","3","5","0.926","91.449","92.915","41","1","5","2","1","1","5","2.187","72.401","73.884","53","5","5","3","5","5","6","0.835","84.909","86.175","52","1","1","7","1","5","0.848","58.008","59.31","49","1","7","7","1","7","1.861","45.492","48.941","34","6","4","2","7","0.838","44.466","45.6","38","1","6","2","7","3","1.459","54.832","58.548","44","6","2","5","7","5.844","59.997","61.491","38","1","6","2","5","2","0.833","57.963","59.167","45","1","7","1","7","1","0.797","50.736","51.961","35","5","5","3","4","5","2.795","77.05","78.414","47","4","4","4","4","4","3.8","73.09","74.2","54","6","5","2","3","5","5.332","68.909","70.17","41","6","6","2","6","6","1.447","78.942","79.787","57","","21b5e13bd20c5110","3G5F9DBFOPXCVXHIV8J8XS0VJJNHVA","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"82","2019-06-06 10:31:49","2019-06-06 10:37:00","0","c13bf91630cf3d9a","100","310","1","2019-06-06 10:37:00","R_3kMOR8TYalLYSNK","","","","",41.2,-95.96,"anonymous","EN","","","","","5","5","4","5","5","2.054","18.781","19.978","5","3","4","4","2","1","5","7.035","26.739","27.369","12","4","6","2","4","2","6","9.555","24.171","24.433","7","5","5","4","5","3","6.03","19.254","19.618","8","3","7","6","1","7","3.132","13.502","14.248","5","6","2","2","7","8.323","20.155","20.683","7","2","4","3","6","3","2.536","15.824","16.667","6","3","4","4","5","3.956","14.491","14.798","5","5","5","3","3","4","4.908","21.563","23.296","5","2","6","2","6","2","2.969","15.192","16.774","6","4","2","2","6","6","6.572","25.116","25.641","6","4","5","3","4","5","7.392","19.529","20.773","6","5","3","5","5","5","2.222","13.39","14.556","5","4","4","5","5","5","3.651","19.003","19.751","5","","04b0127cf8e4db92","3JV9LGBJWTE35HDAAQFCH0UM8QHGOC","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"83","2019-06-06 10:31:54","2019-06-06 10:37:12","0","5409a3e665a24ed3","100","317","1","2019-06-06 10:37:12","R_2EFvHA3BkGjo4A1","","","","",42.35,-71.16,"anonymous","EN","0","0","92.16","0","3","3","6","3","5","5.959","15.206","16.792","6","7","2","5","5","3","1","1.8","13.27","14.216","7","7","5","6","5","7","6","2.958","17.999","18.672","7","1","3","7","1","7","3.364","12.711","13.46","5","1","7","7","1","7","2.934","8.177","8.943","5","7","1","1","7","4.345","10.731","11.404","4","1","7","1","7","3","2.28","7.776","9.014","5","7","1","1","7","1.5","7.544","8.161","5","1","7","1","7","3","2.034","11.392","12.006","6","1","7","5","7","1","2.175","9.73","10.368","6","6","6","1","6","6","2.705","18.662","19.6","6","1","7","1","1","7","2.327","9.56","10.353","5","3","1","5","6","6","5.317","14.218","15.009","6","5","3","4","4","5","2.139","15.468","16.268","6","","f58723aa5ec5bbfd","3NC5L260MOMXRHHFZ69UZFUA7BHOFL","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"84","2019-06-06 10:31:32","2019-06-06 10:37:15","0","a1cad2e346aca5a0","100","343","1","2019-06-06 10:37:16","R_DV99jhJpl2euf2V","","","","",42.67,-88.27,"anonymous","EN","","","","","5","5","6","6","5","1.874","14.143","14.846","6","4","7","1","1","1","7","2.614","16.82","17.435","9","4","7","3","3","2","7","6.414","18.329","19.409","7","1","6","7","1","7","1.244","118.013","118.734","6","7","7","7","1","7","1.84","9.593","10.602","5","7","4","1","7","14.165","18.82","19.574","4","1","6","4","7","3","1.924","10.028","10.887","6","7","1","3","7","2.24","8.986","9.583","4","2","7","4","1","7","2.571","12.613","13.629","5","1","7","1","7","1","8.584","15.458","16.194","5","7","6","5","3","7","1.268","19.452","20.254","7","7","1","7","7","1","2.731","9.693","10.647","5","7","7","7","4","3","1.606","8.584","9.435","5","6","7","7","3","5","4.277","12.669","13.237","5","","73373b511c81bbf9","3SUWZRL0MYDFWXBF4Z3U0XNJAA8E64","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","noInterv"
"85","2019-06-06 10:30:14","2019-06-06 10:37:28","0","2399539e54303133","100","433","1","2019-06-06 10:37:29","R_2VCHTyXx5Bm4uuz","","","","",42.33,-83.18,"anonymous","EN","8.257","106.601","114.245","13","7","6","5","5","5","10.698","32.821","33.591","10","5","6","5","1","1","7","9","31.032","31.692","13","5","5","4","4","2","6","2.113","17.114","17.101","15","1","1","7","1","7","8.042","26.529","26.532","9","2","5","5","2","6","3.706","11.141","11.786","9","3","7","6","4","3.745","10.363","11.129","7","4","5","5","4","3","0.83","9.247","10.047","8","6","2","5","5","3.951","11.901","11.958","8","5","5","3","5","3","1.452","13.831","14.402","9","5","6","4","5","1","5.358","13.791","14.565","8","6","5","5","4","6","3.166","17.148","17.114","12","3","5","3","4","5","2.617","12.603","13.327","8","2","3","3","6","7","2.505","9.638","10.202","9","4","4","3","7","7","3.768","15.728","16.428","10","","b8d4f2b7b8f120b5","3YDGXNSEOZUK89XA88OFBP7J3G484E","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
"86","2019-06-06 10:24:34","2019-06-06 10:37:32","0","12441d5ab42efedb","100","777","1","2019-06-06 10:37:32","R_3r0yo0Hj98Od10d","","","","",48.1,-122.79,"anonymous","EN","41.192","114.714","131.937","3","2","3","3","4","5","11.113","36.84","38.205","5","4","6","5","5","5","3","4.626","31.231","32.575","6","4","3","4","2","5","6","6.156","58.854","60.33","6","1","1","7","1","6","17.123","32.24","33.175","5","1","7","7","1","7","10.256","24.054","25.563","7","7","1","1","7","13.057","27.111","28.318","4","1","6","2","7","3","11.892","27.333","28.559","5","6","1","3","6","22.051","40.49","41.941","6","1","6","1","6","1","9.008","26.319","28.3","5","7","7","1","7","1","2.335","16.023","17.559","5","2","2","1","6","6","9.111","32.785","34.064","5","6","2","5","6","2","14.059","35.154","36.444","6","6","6","5","2","2","17.297","32.512","33.863","5","6","6","1","5","7","6.285","26.81","28.838","5","Thank you for the opportunity to participate in the study.","c0a78fb4cee3ae5a","3IOEN3P9S7JGCWH3SB8FTD4PL12166","3ZXV7Q5FJBOTW8MIJZV1GV54HOPFC5","12","1.60","intervention"
