StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,interv_t_First.Click,interv_t_Last.Click,interv_t_Page.Submit,interv_t_Click.Count,hb_1,hb_2,hb_3,hb_4,check_5,hb_t_First.Click,hb_t_Last.Click,hb_t_Page.Submit,hb_t_Click.Count,nat_1,nat_2r,nat_3,nat_4,nat_5,nat_6r,nat_t_First.Click,nat_t_Last.Click,nat_t_Page.Submit,nat_t_Click.Count,medSkept_1,medSkept_2r,medSkept_3,medSkept_4,medSkept_5r,medSkept_6r,medSkept_t_First.Click,medSkept_t_Last.Click,medSkept_t_Page.Submit,medSkept_t_Click.Count,diseaseRare_1,diseaseRare_2,diseaseRare_3r,diseaseRare_4,diseaseRare_5r,diseaseRare_t_First.Click,diseaseRare_t_Last.Click,diseaseRare_t_Page.Submit,diseaseRare_t_Click.Count,diseaseSevere_1r,diseaseSevere_2,diseaseSevere_3,diseaseSevere_4r,diseaseSevere_5,diseaseSevere_t_First.Click,diseaseSevere_t_Last.Click,diseaseSevere_t_Page.Submit,diseaseSevere_t_Click.Count,vaccEff_1,vaccEff_2r,vaccEff_3r,vaccEff_4,vaccEff_t_First.Click,vaccEff_t_Last.Click,vaccEff_t_Page.Submit,vaccEff_t_Click.Count,vaccDanger_1,vaccDanger_2r,vaccDanger_3,vaccDanger_4r,check_3,vaccDanger_t_First.Click,vaccDanger_t_Last.Click,vaccDanger_t_Page.Submit,vaccDanger_t_Click.Count,vaccTox_1r,vaccTox_2,vaccTox_3,vaccTox_4r,vaccTox_t_First.Click,vaccTox_t_Last.Click,vaccTox_t_Page.Submit,vaccTox_t_Click.Count,vaccStrain_1,vaccStrain_2r,vaccStrain_3,vaccStrain_4r,vaccStrain_5,vaccStrain_t_First.Click,vaccStrain_t_Last.Click,vaccStrain_t_Page.Submit,vaccStrain_t_Click.Count,vaccIntent_1r,vaccIntent_2,vaccIntent_3r,vaccIntent_4,vaccIntent_5r,vaccIntent_t_First.Click,vaccIntent_t_Last.Click,vaccIntent_t_Page.Submit,vaccIntent_t_Click.Count,parentExpert_1,parentExpert_2,parentExpert_3,parentExpert_4r,parentExpert_5r,parentExpert_t_First.Click,parentExpert_t_Last.Click,parentExpert_t_Page.Submit,parentExpert_t_Click.Count,infantImmLimCap_1,infantImmLimCap_2r,infantImmLimCap_3,infantImmLimCap_4,infantImmLimCap_5r,infantImmLimCap_t_First.Click,infantImmLimCap_t_Last.Click,infantImmLimCap_t_Page.Submit,infantImmLimCap_t_Click.Count,infantImmWeak_1,infantImmWeak_2,infantImmWeak_3,infantImmWeak_4r,infantImmWeak_5r,infantImmWeak_t_First.Click,infantImmWeak_t_Last.Click,infantImmWeak_t_Page.Submit,infantImmWeak_t_Click.Count,overpar_1,overpar_2,overpar_3,overpar_4r,overpar_5r,overpar_t_First.Click,overpar_t_Last.Click,overpar_t_Page.Submit,overpar_t_Click.Count,comments,workerId,assignmentId,hitId,study_time,payment,condition
4/4/19 10:01,4/4/19 10:10,0,0be37ac74e0cd2bc,100,521,1,4/4/19 10:10,R_2YWXDMwIlHURTby,,,,,,,anonymous,EN,0,0,114.533,0,5,5,5,5,5,4.871,18.848,19.848,6,3,5,3,3,4,5,8.355,26.768,28.138,6,3,7,4,2,4,7,4.133,27.624,28.617,6,3,3,5,4,6,7.865,28.805,29.776,6,1,6,6,2,7,2.211,15.327,16.757,5,5,2,1,7,4.227,15.525,16.642,4,1,5,2,7,3,5.121,23.44,24.545,7,7,1,1,7,3.69,13.041,14.136,4,1,6,1,6,3,5.456,22.715,23.961,5,6,7,3,7,1,2.339,15.512,16.994,6,5,3,2,5,6,8.919,31.334,32.698,6,5,3,5,5,3,6.968,22.39,23.832,6,6,5,5,3,3,3.51,14.892,15.935,5,5,5,3,4,5,8.71,22.49,23.521,5,"I hope, a lot of anti vaccers will read this. Good work!!!",adfc48c69e9402f9,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:03,4/4/19 10:10,0,a684d2f1d50693c7,100,418,1,4/4/19 10:10,R_1prtMSOra2s3vvQ,,,,,,,anonymous,EN,0,0,95.929,0,5,6,5,5,5,7.061,18.052,19.667,6,6,5,6,5,4,3,2.678,47.506,48.46,6,6,6,5,4,3,5,3.539,15.924,16.59,9,1,2,6,2,6,2.748,14.655,15.613,5,2,6,6,1,7,3.121,13.253,15.782,5,6,6,2,6,2.466,13.428,13.997,5,4,4,4,5,3,3.039,13.927,14.69,6,3,3,5,3,2.292,10.359,11.059,4,3,5,4,3,5,6.283,17.049,17.991,7,2,6,6,6,1,6.357,16.435,17.056,5,5,3,5,5,5,5.722,35.53,36.727,7,6,2,6,6,2,2.497,14.369,14.683,7,6,6,6,3,1,8.174,17.392,18.545,7,6,6,2,6,7,2.29,12.56,13.435,8,,e7cec6a7bfdf3640,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:01,4/4/19 10:10,0,74d321fea502663d,100,568,1,4/4/19 10:10,R_3TMtTJAAQ61eSQh,,,,,,,anonymous,EN,0,0,114.995,0,5,5,4,5,5,13.439,45.646,46.488,7,5,4,6,6,5,2,3.292,22.58,23.417,7,6,3,6,6,1,4,2.744,30.341,33.944,6,3,3,5,2,6,7.61,27.052,27.774,5,3,4,5,4,5,5.965,49.549,50.313,5,5,5,3,5,4.071,20.873,22.027,4,4,3,4,4,3,3.819,17.725,22.661,5,3,4,5,3,3.054,13.488,14.623,4,5,6,5,3,5,6.322,27.745,29.04,6,4,5,6,4,3,2.099,21.683,22.42,7,5,5,4,5,4,3.469,23.093,25.924,5,6,3,4,6,4,3.187,32.409,33.509,6,5,5,6,3,4,3.035,24.484,25.648,5,5,5,5,3,4,3.346,23.124,24.395,5,,9591afe2c270d6cc,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:03,4/4/19 10:10,0,01e44601b87bafc2,100,410,1,4/4/19 10:10,R_3q8nKuakOaEJWfj,,,,,,,anonymous,EN,0,0,102.891,0,6,4,5,4,5,5.003,26.483,27.095,6,6,3,5,6,2,2,2.347,18.818,19.661,6,5,5,5,5,2,5,2.322,17.05,17.838,6,3,3,5,3,5,3.7,12.788,13.488,5,4,6,5,2,5,3.094,11.959,12.846,5,6,5,2,5,3.771,20.259,20.87,5,3,5,5,5,3,1.916,10.852,11.168,6,5,2,4,5,3.323,10.362,11.095,5,5,6,3,5,3,3.113,18.457,18.901,6,2,6,5,6,2,2.292,14.797,15.449,6,6,5,4,5,5,2.261,27.228,27.763,8,6,5,5,3,5,3.007,15.991,16.569,6,6,3,3,5,5,2.408,13.101,13.702,6,5,6,7,2,5,2.249,16.064,16.855,6,,1e581441b549adcf,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:03,4/4/19 10:10,0,cb361eec20df2167,100,431,1,4/4/19 10:10,R_10UXkgqdWyQ6nUV,,,,,,,anonymous,EN,0,0,164.066,0,5,4,4,4,5,3.428,10.824,12.033,5,5,3,5,4,4,2,1.963,15.524,16.425,7,6,5,2,3,2,5,3.323,19.109,21.846,6,2,2,6,2,6,4.003,12.723,13.684,5,6,6,6,2,6,1.895,8.518,9.331,6,6,4,1,6,5.82,14.054,15.689,5,2,6,2,6,3,2.573,9.097,9.998,5,6,2,2,6,3.643,28.631,31.847,4,3,5,2,5,4,3.65,19.565,20.052,8,1,7,5,6,1,3.584,12.136,12.839,6,4,4,2,5,6,2.486,13.389,14.242,5,2,6,2,2,6,3.183,14.244,14.727,9,2,2,2,6,6,2.477,7.69,8.8,7,5,4,3,4,5,3.265,11.118,11.933,5,,83914eab31b07f90,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:04,4/4/19 10:11,0,cc2b692896fbf54e,100,422,1,4/4/19 10:11,R_dmMEalo6Ch0celj,,,,,,,anonymous,EN,4.174,35.756,105.269,6,3,3,3,3,5,1.528,11.203,13.2,6,4,4,1,2,1,7,2.921,16.626,17.339,7,2,6,2,2,4,6,1.644,13.258,14.07,7,1,1,6,1,6,30.622,56.743,59.076,5,2,6,6,2,6,4.47,10.619,11.559,5,6,1,1,6,2.763,17.073,18.054,4,1,7,1,7,3,2.057,9.593,10.901,5,6,1,1,6,7.611,19.721,20.721,5,2,6,2,6,2,3.065,15.511,16.1,6,1,7,1,7,1,1.958,11.975,14.3,5,1,1,1,7,7,8.739,32.57,33.661,5,6,1,6,6,2,4.031,13.596,14.255,6,6,6,6,2,2,2.6,10.325,10.952,5,5,4,1,6,7,6.298,24.144,24.921,6,,df2dcc7ff8d07739,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:04,4/4/19 10:11,0,219b9b6a66089379,100,441,1,4/4/19 10:11,R_3iPC0eJSRN2yvuK,,,,,,,anonymous,EN,0,0,140.347,0,7,7,6,6,5,2.141,4.183,5.409,5,6,6,5,7,5,6,1.079,3.563,4.553,6,7,6,7,7,7,6,0.975,6.094,6.82,6,6,5,6,6,7,8.854,10.751,12.203,5,7,6,5,5,5,2.699,4.729,5.76,5,6,6,6,7,0.559,1.841,2.593,4,6,7,7,6,3,0.386,3.883,4.645,5,5,5,5,5,1.455,4.199,5.905,7,5,7,6,7,6,0.754,2.436,3.587,5,6,7,6,6,7,0.957,3.145,3.811,5,6,6,7,6,7,0.744,4.368,5.288,6,5,7,6,6,7,158.816,160.386,161.588,5,5,6,6,7,6,0.601,2.713,3.496,5,6,6,7,7,6,0.819,2.214,3.389,5,This survey is very interesting.,3ff0a2c383c0e17b,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 9:58,4/4/19 10:11,0,67263b9e9c162d6e,100,781,1,4/4/19 10:11,R_1IQlUwzpqfrvvnv,,,,,,,anonymous,EN,0,0,107.746,0,5,4,4,4,5,7.858,32.425,33.291,5,4,5,5,4,3,4,6.834,26.173,27.234,6,4,4,4,4,4,5,4.169,20.483,21.727,6,3,4,5,4,5,5.007,46.37,47.368,7,4,5,5,3,5,5.199,21.081,21.705,5,5,4,4,4,13.739,26.788,28.304,4,4,4,4,5,3,6.321,16.736,17.83,5,4,4,4,4,44.949,65.164,65.969,7,4,4,4,4,4,4.294,21.789,22.25,7,4,5,4,5,3,2.975,21.872,23.04,5,5,5,3,5,5,3.441,25.6,27.033,6,5,4,5,5,4,5.63,21.654,22.551,5,5,5,5,4,5,152.178,163.437,164.101,6,5,5,5,3,4,9.666,23.514,24.1,5,good survey,22cd9e30781dabc1,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 9:58,4/4/19 10:11,0,250a679446a51d47,100,774,1,4/4/19 10:11,R_reUdRECPff24iA1,,,,,,,anonymous,EN,0,0,169.014,0,6,1,1,1,5,4.767,19.151,20.129,5,6,6,6,4,1,6,15.97,29.611,30.302,8,6,7,6,1,1,4,7.839,23.176,23.749,6,2,2,6,2,6,25.044,35.434,36.012,5,7,7,7,1,7,36.847,46.967,47.699,6,7,4,7,7,3.708,117.261,118.072,4,1,6,2,6,3,4.346,70.286,71.137,5,1,1,1,1,2.42,12.886,13.939,4,5,4,5,2,4,81.776,96.881,97.715,5,1,7,1,7,1,3.452,12.3,13.199,5,4,4,4,4,4,7.002,11.985,12.755,5,6,2,6,6,2,28.152,44.976,46.272,5,6,6,6,2,2,3.169,10.433,11.234,5,7,7,2,7,7,3.637,12.997,13.784,5,,6efa7f3509779b2e,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:04,4/4/19 10:11,0,2e93a0e7129a8ee0,100,455,1,4/4/19 10:11,R_10BqVBbVJ8GbOnn,,,,,,,anonymous,EN,0,0,95.969,0,6,6,6,6,5,2.518,20.294,21.24,5,4,3,5,5,5,1,2.911,28.224,29.229,6,7,1,7,7,1,1,2.841,19.868,21.924,6,3,3,5,4,4,4.647,19.634,20.65,5,6,2,4,4,4,8.076,27.224,28.264,5,3,6,5,1,2.576,13.127,14.485,4,7,1,7,1,3,2.646,12.044,13.287,5,1,7,7,1,5.698,12.395,13.703,4,7,1,1,1,7,3.222,17.214,18.624,5,7,1,5,1,5,5.915,18.641,19.812,5,6,6,6,3,3,3.265,17.096,18.38,5,7,1,7,1,1,3.353,18.444,19.438,5,4,7,7,1,1,2.788,17.397,18.583,6,4,4,5,6,6,4.965,20.745,21.756,6,,8b3093eba55f8527,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:03,4/4/19 10:11,0,c59f953ea9d37312,100,491,1,4/4/19 10:11,R_2drImkzPZvrZPhx,,,,,,,anonymous,EN,0,0,108.667,0,4,4,2,3,5,16.433,32.516,33.836,5,5,6,3,2,3,5,4.944,15.672,16.67,6,6,5,3,2,1,6,5.004,64.119,64.975,6,1,3,6,1,4,7.555,18.668,19.772,5,1,7,7,1,7,2.819,12.219,13.48,6,3,4,4,4,2.808,5.45,6.601,6,1,6,2,7,3,1.926,12.373,13.132,5,7,1,1,7,2.825,12.518,13.757,5,2,4,1,6,4,3.448,15.717,16.578,8,2,7,2,7,1,4.395,16.322,17.533,5,4,3,2,6,6,6.42,32.211,34.836,7,5,4,5,4,6,4.384,11.393,12.326,7,2,2,2,5,5,1.891,11.678,12.851,7,4,4,2,5,6,4.098,21.443,22.394,7,,4c0d730672cc5978,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:05,4/4/19 10:11,0,6dd342f3dc97f407,100,409,1,4/4/19 10:11,R_3O9V7AndFNGBaWl,,,,,,,anonymous,EN,1.232,70.753,96.091,29,4,2,2,2,5,1.506,15.586,16.211,9,4,6,1,1,1,4,0.683,12.806,14.149,8,4,7,4,2,4,7,1.733,20.734,21.105,11,1,2,6,1,6,2.513,15.417,16.048,6,1,7,7,1,7,11.472,18.181,18.854,5,7,1,1,7,2.397,12.237,12.596,5,1,7,4,7,3,2.836,13.573,14.313,9,7,1,1,7,2.995,8.257,9.1,4,2,6,2,6,2,3.191,15.818,16.617,6,1,7,1,7,1,2.473,8.668,9.343,5,6,4,2,6,7,1.866,17.262,18.07,8,4,6,2,4,6,1.321,14.343,15.257,10,2,2,4,6,6,4.122,13.226,14.789,6,3,4,4,4,6,2.505,23.579,23.955,9,"good luck educating people, the antivaxx movement is very scary (and a little darwinian honestly)",e891e6b4d59936e6,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:04,4/4/19 10:12,0,d1fc1af095870cf3,100,463,1,4/4/19 10:12,R_3kjMtbdYbM7tCgs,,,,,,,anonymous,EN,95.705,95.705,96.036,1,7,7,7,7,5,4.607,22.035,22.675,6,5,6,6,4,6,2,2.526,23.285,24.075,7,7,2,7,7,3,1,5.036,32.391,33.28,8,6,5,2,5,2,2.713,19.949,20.731,7,6,2,2,6,1,2.768,14.232,15.046,5,4,6,4,1,4.061,15.368,16.173,4,6,1,7,1,3,1.74,11.231,12.182,5,2,6,6,2,1.985,10.823,11.393,8,5,2,5,2,4,2.886,20.287,20.974,7,7,1,4,1,7,2.056,17.159,17.721,5,5,6,6,1,1,2.483,19.786,20.817,7,4,4,4,4,4,16.795,26.139,26.95,5,6,5,5,3,3,2.535,16.028,16.872,7,5,6,6,5,3,2.702,21.716,22.438,5,,d059a410802ee0a7,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:05,4/4/19 10:12,0,c89b382917af738c,100,415,1,4/4/19 10:12,R_2ATMFP6TI4fftY5,,,,,,,anonymous,EN,14.045,84.788,92.86,20,5,5,5,5,5,4.687,20.128,20.742,13,6,7,7,4,2,4,2.819,21.192,21.924,18,7,2,4,5,1,3,2.623,18.647,19.202,17,4,2,5,3,4,3.463,17.319,18.146,15,2,7,5,1,6,4.695,17.732,18.534,14,4,4,5,5,4.73,16.271,16.871,12,2,2,3,5,3,5.263,21.279,21.939,14,3,4,4,2,2.641,12.768,13.236,11,3,4,4,3,6,5.55,19.101,19.749,14,3,6,5,5,2,5.33,19.447,20.253,14,7,5,4,5,3,2.976,16.731,18.099,14,5,2,6,6,1,3.467,17.929,18.91,17,2,6,6,2,3,5.382,13.759,14.367,14,2,6,7,3,4,2.336,14.472,15.199,14,Great survey,98aca86c2b9cb9a4,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:05,4/4/19 10:12,0,ec0c4669d751b806,100,424,1,4/4/19 10:12,R_2v1CAEum63bhwuP,,,,,,,anonymous,EN,0,0,94.612,0,3,1,1,1,5,3.435,17.447,18.597,6,2,6,2,6,2,6,2.857,15.401,16.467,6,4,6,4,2,5,6,5.022,27.59,28.793,6,5,4,5,4,3,4.191,19.18,20.325,5,2,6,6,2,6,3.471,11.61,12.494,5,6,3,2,7,6.911,16.051,16.767,4,2,6,2,7,3,2.954,16.688,18.374,7,7,1,1,7,10.539,18.17,19.123,5,3,6,2,5,3,4.113,18.701,20.73,5,7,7,1,7,1,3.658,13.34,14.571,6,2,2,2,6,6,4.727,34.049,35.328,5,3,6,2,2,6,2.955,12.519,13.45,5,2,2,2,2,6,5.241,10.603,12.043,5,3,3,2,6,6,3.198,13.26,14.121,5,No comments.,18d8c7ceb67fca34,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:05,4/4/19 10:12,0,d58797feb8484240,100,392,1,4/4/19 10:12,R_3PCd66834O4hU6J,,,,,,,anonymous,EN,0.88,87.422,92.094,12,4,3,4,4,5,0.877,16.895,17.762,8,5,5,4,5,3,4,0.87,20.948,21.501,10,5,5,6,4,1,5,1.364,26.596,27.658,10,4,4,4,4,4,1.067,12.285,12.684,9,4,5,5,3,5,1.185,19.034,19.629,9,5,4,2,6,1.113,12.291,14.442,5,2,5,4,6,3,0.838,13.917,15.109,7,3,3,3,6,1.42,13.195,14.082,5,4,4,4,4,4,1.655,19.095,19.827,10,1,7,4,6,1,1.944,14.18,14.75,7,4,4,3,5,5,1.796,20.11,20.463,7,4,4,4,4,4,2.488,15.796,16.28,12,5,3,4,5,6,1.053,14.14,15.569,7,2,4,4,6,5,1.698,12.358,13.252,6,,57c9a0fee68c09d0,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:05,4/4/19 10:12,0,926d3cd7cbc9691d,100,421,1,4/4/19 10:12,R_3IQ2y0PTkxXK7A5,,,,,,,anonymous,EN,0.263,53.498,116.068,15,5,4,4,5,5,0.43,14.775,18.54,16,4,3,6,4,2,3,0.341,20.472,21.41,13,6,4,5,4,2,5,0.416,23.535,24.195,16,2,4,6,2,6,0.683,22.442,22.983,16,4,6,6,2,6,3.061,15.996,16.624,13,4,5,2,4,0.419,7.312,8.126,9,2,5,3,6,3,0.27,13.85,14.494,11,4,4,4,5,36.004,37.515,39.982,8,4,4,4,3,3,2.842,7.953,8.764,11,2,7,3,6,1,0.514,18.218,18.852,13,4,4,2,4,5,0.555,25.815,37.714,16,5,4,4,5,4,0.228,11.514,12.455,11,4,5,5,4,4,0.572,10.18,10.824,11,5,4,5,4,5,0.458,9.491,11.141,13,,4.43312E+14,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:02,4/4/19 10:12,0,1e5848d7c8bc061e,100,614,1,4/4/19 10:12,R_2Quk71Yks6gQRHD,,,,,,,anonymous,EN,0,0,117.096,0,5,4,2,5,5,33.097,50.491,51.496,6,4,6,3,4,4,2,3.408,21.192,21.771,10,6,5,5,2,2,5,8.824,40.992,41.349,8,1,1,7,1,4,10.439,21.613,22.434,7,1,7,7,1,7,10.614,17.806,18.559,6,7,3,1,6,7.891,19.778,20.385,6,1,7,1,7,3,1.681,8.294,9.084,5,7,1,2,7,2.926,7.794,8.493,4,2,5,3,5,4,2.474,16.613,17.476,7,1,7,2,6,1,2.004,11.266,12.2,7,4,2,2,7,7,2.403,13.571,14.4,8,5,4,3,5,3,5.272,13.799,14.651,5,5,5,5,4,4,5.446,36.759,43.816,8,5,4,2,5,6,4.907,13.675,14.468,7,,a1a798dcfe454fad,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 9:59,4/4/19 10:12,0,cfcaadde69e38e08,100,763,1,4/4/19 10:12,R_ZfNLCc1YLs9o6Ot,,,,,,,anonymous,EN,14.382,78.755,131.603,5,4,5,5,4,5,3.37,7.864,8.355,7,6,6,4,5,5,5,0.99,6.47,7.521,8,4,5,5,4,5,6,37.603,41.99,43.791,8,6,5,5,5,4,21.639,25.911,26.475,8,5,6,6,5,5,50.223,53.677,55.179,7,5,5,6,4,0.858,2.501,3.699,4,5,5,5,7,3,1.85,7.132,7.925,6,5,6,5,5,0.754,3.225,3.869,5,5,6,5,5,4,10.894,16.99,17.523,7,4,4,5,5,5,0.9,3.2,4.331,5,5,4,5,4,5,223.62,227.29,228.679,7,6,5,5,5,5,0.647,3.902,4.969,7,6,6,5,4,5,0.711,3.974,4.779,6,5,6,6,6,5,15.785,19.109,20.488,7,,f598090da7496820,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:04,4/4/19 10:13,0,3b2a6ec4b20499de,100,527,1,4/4/19 10:13,R_3oLU4hF9ZOr06Y4,,,,,,,anonymous,EN,39.608,175.35,222.57,11,6,5,3,5,5,2.75,15.461,16.917,5,6,5,6,6,2,2,8.355,25.042,26.082,8,6,5,5,5,2,3,3.459,29.295,30.329,10,3,5,3,3,5,3.313,19.296,20.3,5,6,6,6,3,6,2.48,16.327,17.747,6,6,6,3,5,3.056,15.455,15.836,6,5,5,5,5,3,2.511,13.623,13.911,6,3,5,5,5,3.557,18.452,19.637,4,5,5,3,3,6,4.889,28.568,29.445,6,2,5,6,5,3,2.33,14.202,14.941,6,5,5,3,5,5,2.532,16.586,16.957,6,5,3,5,6,2,4.743,16.374,17.482,7,6,5,6,3,3,2.302,10.446,11.084,6,6,5,3,5,6,2.037,15.283,15.959,5,,95938422d14d6b7d,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:06,4/4/19 10:13,0,7f872c9b22366b7e,100,399,1,4/4/19 10:13,R_2veP1O9ErFylhkI,,,,,,,anonymous,EN,14.108,17.988,92.707,2,7,5,7,6,5,1.629,6.828,9.801,5,5,7,7,5,6,6,2.941,5.514,7.327,6,6,7,6,5,5,7,8.542,14.366,23.518,6,7,6,5,5,6,2.221,3.761,6.921,5,6,7,6,5,7,1.902,6.55,11.572,5,7,6,5,5,3.854,9.792,12.701,4,6,7,6,5,3,1.103,7.091,7.815,5,5,6,6,7,5.715,6.718,7.579,4,5,7,5,7,6,1.961,4.255,9.889,5,7,6,5,6,5,3.507,5.33,6.164,5,7,6,5,7,5,2.924,5.354,7.011,5,7,5,5,6,7,3.723,5.786,6.661,5,6,6,5,7,7,2.551,5.696,7.541,5,7,5,5,7,6,13.973,50.169,51.092,5,good,97c9ab968ecc806e,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:06,4/4/19 10:13,0,5695c21ce9d6310a,100,420,1,4/4/19 10:13,R_2wjexELWaiUZaf8,,,,,,,anonymous,EN,7.227,85.962,98.212,14,5,3,5,3,5,2.762,21.747,22.608,20,5,5,3,5,2,3,2.063,28.111,28.901,19,5,5,5,2,2,6,3.67,24.999,25.801,22,2,2,4,2,5,2.621,16.501,17.352,15,3,5,5,3,5,1.212,20.728,21.551,25,6,2,2,6,2.447,16.223,17.208,12,1,6,2,6,3,1.804,11.725,12.644,15,5,2,3,5,2.468,13.209,13.999,12,2,6,2,5,3,3.867,21.919,23.198,13,1,7,2,7,1,2.615,13.383,14.285,14,5,4,5,3,5,1.273,18.764,19.87,15,3,6,2,3,5,2.962,17.97,18.812,15,4,3,4,6,6,2.328,18.179,19.121,18,4,3,4,5,5,3.194,18.391,19.133,15,No,1431e63fdd8ee4d8,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,noInterv
4/4/19 10:05,4/4/19 10:13,0,1b0b06d4478889f1,100,438,1,4/4/19 10:13,R_8AkDbk8Ytgk0OWd,,,,,,,anonymous,EN,0,0,114.49,0,4,4,5,4,5,6.246,18.577,19.292,7,5,4,4,3,3,4,3.662,23.33,24.153,9,4,5,3,4,2,6,2.253,22.492,23.21,6,2,2,6,3,5,3.74,15.979,16.71,6,2,6,6,2,6,2.548,16.061,18.086,5,5,4,3,5,2.147,13.927,14.627,6,3,5,3,6,3,2.927,11.638,12.419,5,6,2,3,6,2.854,10.707,11.439,5,2,6,2,5,3,14.378,26.574,28.607,6,2,6,3,6,2,2.041,17.015,17.876,7,4,3,2,6,6,2.471,16.353,17.178,9,5,3,5,5,3,7.087,16.991,17.698,5,5,5,5,4,3,8.589,20.86,21.485,6,4,4,4,5,5,3.759,16.681,17.576,7,NONE,f672a4212c4290b8,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:06,4/4/19 10:13,0,c8960c52fd9cdf01,100,403,1,4/4/19 10:13,R_3OemU9J1RmJra8m,,,,,,,anonymous,EN,3.685,104.031,106.442,21,5,5,5,5,5,3.604,28.677,29.189,13,5,6,5,5,5,5,3.202,21.501,22.171,16,5,3,2,3,2,6,7.396,26.866,27.885,16,2,2,7,2,5,2.9,14.801,15.455,11,1,7,7,2,7,2.279,11.102,11.827,12,6,2,1,6,3.688,13.9,14.599,10,2,7,2,7,3,4.503,14.102,14.852,11,7,1,2,7,2.102,8.703,9.849,9,3,6,3,3,3,3.077,17.202,17.903,13,1,7,1,7,1,4.302,16.902,17.691,12,6,6,3,3,3,5.601,17.501,17.984,12,5,5,5,3,5,4.402,16.186,16.612,14,6,5,5,5,5,1.69,10.084,10.571,12,5,5,5,5,6,3.199,13.602,14.13,12,,72e801f60e07743a,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
4/4/19 10:01,4/4/19 10:13,0,0568caba57c1730b,100,718,1,4/4/19 10:13,R_1eUVT0PTq2LEA3O,,,,,,,anonymous,EN,0,0,177.801,0,5,2,5,5,5,18.655,42.062,43.48,5,5,5,3,1,1,6,9.862,34.064,35.856,6,5,6,2,2,1,7,14.308,47.501,49.474,8,1,2,6,1,6,6.424,35.033,36.301,6,1,1,1,1,7,8.919,22.166,25.298,5,7,1,1,7,9.009,27.343,29.435,4,1,6,1,7,3,13.607,28.019,30.164,5,7,1,1,7,8.755,21.785,23.199,4,1,7,1,7,1,14.672,32.721,34.34,5,7,7,3,7,1,13.716,27.491,28.828,5,4,1,1,7,7,4.562,26.956,28.689,6,6,2,2,6,6,9.237,33.67,35.612,5,5,3,3,5,6,5.43,30.07,31.702,6,5,5,5,6,5,6,28.287,29.742,5,,b2b0ebde80e5fe3d,,37SOB9Z0SSXRJ00VCHNYI56U3A93LC,12,1.6,intervention
