StartDate,EndDate,Status,IPAddress,Progress,Duration..in.seconds.,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,hb_1,hb_2,hb_3,hb_4,hb_check_5,nat_1,nat_2r,nat_3,nat_4,nat_5,nat_6r,medSkept_1,medSkept_2r,medSkept_3,medSkept_4,medSkept_5r,medSkept_6r,diseaseRare_1,diseaseRare_2,diseaseRare_3r,diseaseRare_4,diseaseRare_5r,diseaseSevere_1r,diseaseSevere_2,diseaseSevere_3,diseaseSevere_4r,diseaseSevere_5,vaccEff_1,vaccEff_2r,vaccEff_3r,vaccEff_4,vaccDanger_1,vaccDanger_2r,vaccDanger_3,vaccDanger_4r,vaccDanger_check_3,vaccTox_1r,vaccTox_2,vaccTox_3,vaccTox_4r,vaccStrain_1,vaccStrain_2r,vaccStrain_3,vaccStrain_4r,vaccStrain_5,vaccIntent_1r,vaccIntent_2,vaccIntent_3r,vaccIntent_4,vaccIntent_5r,parentExpert_1,parentExpert_2,parentExpert_3,parentExpert_4r,parentExpert_5r,infantImmLimCap_1,infantImmLimCap_2r,infantImmLimCap_3,infantImmLimCap_4,infantImmLimCap_5r,infantImmWeak_1,infantImmWeak_2,infantImmWeak_3,infantImmWeak_4r,infantImmWeak_5r,overpar_1,overpar_2,overpar_3,overpar_4r,overpar_5r,sex,age,race,religion,educ,income,parent,expecting,children,youngest_child,comments,workerId,assignmentId,hitId,study_time,payment
8/31/17 9:03,8/31/17 9:13,IP Address,d38435c1efc40b80,100,588,TRUE,8/31/17 9:13,R_eR2MqFRaFiG4evn,,,,,,,anonymous,EN,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Agree,Agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Disagree,Agree,Agree,Agree,Disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat agree,Disagree,Agree,Female,50,Black or African American,Non-religious,Some Graduate or Professional Education,"Less than $20,000",Yes,No,3,17 years old,Generally I believe vaccines are helpful but there are always exceptions. ,63adb13abfd9f71c,,3EHIMLB7F7ZBY1NBXD3WHULXXSWH8Y,12,1.6
8/31/17 9:02,8/31/17 9:13,IP Address,855592d5e61094ef,100,637,TRUE,8/31/17 9:13,R_3PXDI4iOALNHGQi,,,,,,,anonymous,EN,Somewhat agree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Disagree,Agree,Somewhat agree,Somewhat disagree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Somewhat agree,Disagree,Agree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Agree,Somewhat agree,Agree,Somewhat disagree,Female,65,White,Christian,Graduate or Professional Degree,"Less than $20,000",Yes,No,1,Over 18 years old,"My child had all of the recommended vaccines and they did not have any side effects. So, I'm glad that I did that.",c2d523ca4a1e5f9e,,3EHIMLB7F7ZBY1NBXD3WHULXXSWH8Y,12,1.6
8/31/17 9:02,8/31/17 9:13,IP Address,7044d0eb58abc63d,100,616,TRUE,8/31/17 9:13,R_SUZ0cCTekmnCCKl,,,,,,,anonymous,EN,Disagree,Disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Disagree,Somewhat disagree,Disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Disagree,Disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Disagree,Disagree,Somewhat disagree,Disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Disagree,Disagree,Somewhat disagree,Somewhat disagree,Disagree,Disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Somewhat agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Somewhat agree,Disagree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Male,25,White,Non-religious,High School or Equivalent,"$20,000 - $30,0000",No,No,,,,949e8c54a21a41d6,,3EHIMLB7F7ZBY1NBXD3WHULXXSWH8Y,12,1.6
8/31/17 9:02,8/31/17 9:13,IP Address,0e47b9169323a22a,100,670,TRUE,8/31/17 9:13,R_3OlDKTZVlJ5sXSe,,,,,,,anonymous,EN,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Disagree,Agree,Somewhat agree,Agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Disagree,Strongly agree,Male,35,Asian,Christian,Graduate or Professional Degree,"More than $100,000",Yes,No,2,3 years old,"No, interesting study though.",cb3de85ef056498e,,3EHIMLB7F7ZBY1NBXD3WHULXXSWH8Y,12,1.6
8/31/17 9:04,8/31/17 9:13,IP Address,3d16e99a4f94fa7c,100,551,TRUE,8/31/17 9:13,R_2YD7r6Szbo9nYkN,,,,,,,anonymous,EN,Agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Agree,Strongly agree,Somewhat agree,Agree,Neither agree nor disagree,Disagree,Strongly agree,Neither agree nor disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Strongly agree,Somewhat agree,Strongly disagree,Agree,Strongly agree,Disagree,Agree,Agree,Agree,Disagree,Somewhat disagree,Agree,Agree,Somewhat disagree,Somewhat agree,Agree,Female,28,Asian,Christian,Undergraduate Degree,"Less than $20,000",Yes,No,2,5 years old,,052b36137fc3f81e,,3EHIMLB7F7ZBY1NBXD3WHULXXSWH8Y,12,1.6
8/31/17 9:02,8/31/17 9:13,IP Address,6c648fd5d105a805,100,633,TRUE,8/31/17 9:13,R_2SITO8OVmFXlTqa,,,,,,,anonymous,EN,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Agree,Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Male,68,White,Non-religious,Some Undergraduate Education,"$30,001 - $50,000",No,No,,,No.,027ddaca4faf9064,,3EHIMLB7F7ZBY1NBXD3WHULXXSWH8Y,12,1.6
8/31/17 9:03,8/31/17 9:13,IP Address,f6f2effd75fe558e,100,618,TRUE,8/31/17 9:13,R_1H05KWERdtiRrrE,,,,,,,anonymous,EN,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Somewhat agree,Disagree,Agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Strongly agree,Male,33,White,Non-religious,Undergraduate Degree,"$30,001 - $50,000",No,No,,,,3ebdcf9f0768ec67,,3EHIMLB7F7ZBY1NBXD3WHULXXSWH8Y,12,1.6
8/31/17 9:04,8/31/17 9:13,IP Address,7ff94d7bcdee708f,100,525,TRUE,8/31/17 9:13,R_2E5FpJ7apDElpRY,,,,,,,anonymous,EN,Strongly agree,Disagree,Agree,Neither agree nor disagree,Somewhat agree,Agree,Neither agree nor disagree,Strongly agree,Agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Female,29,Black or African American,Christian,Some Undergraduate Education,"Less than $20,000",No,No,,,"No, thank you",dd10b0235227a40c,,3EHIMLB7F7ZBY1NBXD3WHULXXSWH8Y,12,1.6
8/31/17 9:04,8/31/17 9:13,IP Address,b3bc4982fbaa1294,100,509,TRUE,8/31/17 9:13,R_2ATleyEUjmgkzKy,,,,,,,anonymous,EN,Neither agree nor disagree,Disagree,Somewhat disagree,Disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Disagree,Strongly disagree,Disagree,Neither agree nor disagree,Agree,Disagree,Disagree,Somewhat disagree,Agree,Somewhat disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Agree,Neither agree nor disagree,Disagree,Agree,Strongly disagree,Agree,Disagree,Strongly agree,Somewhat disagree,Agree,Strongly disagree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Strongly disagree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Somewhat disagree,Disagree,Disagree,Somewhat agree,Agree,Agree,Disagree,Agree,Strongly agree,Disagree,Agree,Strongly agree,Agree,Strongly disagree,Disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Male,27,White,Non-religious,Undergraduate Degree,"More than $100,000",No,No,,,Thanks!,e1ba5f5ca6831c2b,,3EHIMLB7F7ZBY1NBXD3WHULXXSWH8Y,12,1.6
8/31/17 9:04,8/31/17 9:13,IP Address,ad127869a6410bfc,100,530,TRUE,8/31/17 9:13,R_2rAfPKa9a7C4w3R,,,,,,,anonymous,EN,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Agree,Agree,Somewhat disagree,Strongly agree,Female,47,White,Christian,High School or Equivalent,"$70,001 - $100,000",Yes,No,1,Over 18 years old,,82f3673ec36ef716,,3EHIMLB7F7ZBY1NBXD3WHULXXSWH8Y,12,1.6
8/31/17 9:02,8/31/17 9:13,IP Address,944cda7bc1401552,100,640,TRUE,8/31/17 9:13,R_3QRYB76iLa4E5CV,,,,,,,anonymous,EN,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Agree,Neither agree nor disagree,Agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Agree,Somewhat disagree,Neither agree nor disagree,Agree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Male,23,White,Non-religious,Undergraduate Degree,"Less than $20,000",No,No,,,everything was great,d50797e21fb3c1aa,,3EHIMLB7F7ZBY1NBXD3WHULXXSWH8Y,12,1.6
8/31/17 9:04,8/31/17 9:13,IP Address,96bfdf9ceb32361c,100,570,TRUE,8/31/17 9:13,R_3PNroDSYUljxMTR,,,,,,,anonymous,EN,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Disagree,Strongly agree,Somewhat disagree,Strongly disagree,Disagree,Disagree,Strongly agree,Disagree,Strongly agree,Agree,Strongly disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Agree,Somewhat agree,Strongly disagree,Disagree,Agree,Disagree,Neither agree nor disagree,Disagree,Agree,Somewhat disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,Somewhat agree,Agree,Neither agree nor disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Disagree,Somewhat disagree,Agree,Somewhat agree,Male,54,White,Non-religious,Undergraduate Degree,"Less than $20,000",No,No,,,,082303434bfe7cb7,,3EHIMLB7F7ZBY1NBXD3WHULXXSWH8Y,12,1.6
8/31/17 9:02,8/31/17 9:13,IP Address,ac6fa67a8723b7a6,100,670,TRUE,8/31/17 9:13,R_1oAaYa0ZlT00QiT,,,,,,,anonymous,EN,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Agree,Disagree,Disagree,Agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Somewhat disagree,Agree,Disagree,Disagree,Disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Male,24,White,Christian,Some Graduate or Professional Education,"$30,001 - $50,000",No,Yes,,,,15dc1b5d7caaa74c,,3EHIMLB7F7ZBY1NBXD3WHULXXSWH8Y,12,1.6
8/31/17 9:03,8/31/17 9:13,IP Address,4a7ad275b3775ca0,100,596,TRUE,8/31/17 9:13,R_1KxvJC46NbOoNZT,,,,,,,anonymous,EN,Somewhat agree,Strongly disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Somewhat disagree,Somewhat agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Agree,Neither agree nor disagree,Agree,Strongly disagree,Disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Male,45,White,Non-religious,High School or Equivalent,"Less than $20,000",No,No,,,no comments,7f0697bb92b4c33b,,3EHIMLB7F7ZBY1NBXD3WHULXXSWH8Y,12,1.6
8/31/17 9:04,8/31/17 9:13,IP Address,96416f9059374862,100,581,TRUE,8/31/17 9:13,R_3JbdLygGnIYXTdF,,,,,,,anonymous,EN,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Disagree,Disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Disagree,Strongly agree,Somewhat disagree,Agree,Disagree,Disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Female,32,White,Christian,High School or Equivalent,"$30,001 - $50,000",Yes,No,3,1 year old,,352c6ae7c4507808,,3EHIMLB7F7ZBY1NBXD3WHULXXSWH8Y,12,1.6
