"","X","workerId","gender","age","ethnicity","education","job","income","political_party","political_beliefs","comments_pretest","eligible_pretest","duration_pretest","hb_1_pretest","hb_2_pretest","hb_3_pretest","hb_4_pretest","hb_check_5_pretest","nat_1_pretest","nat_2r_pretest","nat_3_pretest","nat_4_pretest","nat_5_pretest","nat_6r_pretest","medSkept_1_pretest","medSkept_2r_pretest","medSkept_3_pretest","medSkept_4_pretest","medSkept_5r_pretest","medSkept_6r_pretest","diseaseRare_1_pretest","diseaseRare_2_pretest","diseaseRare_3r_pretest","diseaseRare_4_pretest","diseaseRare_5r_pretest","diseaseSevere_1r_pretest","diseaseSevere_2_pretest","diseaseSevere_3_pretest","diseaseSevere_4r_pretest","diseaseSevere_5_pretest","vaccEff_1_pretest","vaccEff_2r_pretest","vaccEff_3r_pretest","vaccEff_4_pretest","vaccEff_check_1_pretest","vaccDanger_1_pretest","vaccDanger_2r_pretest","vaccDanger_3_pretest","vaccDanger_4r_pretest","vaccDanger_check_3_pretest","vaccTox_1r_pretest","vaccTox_2_pretest","vaccTox_3_pretest","vaccTox_4r_pretest","vaccTox_check_6_pretest","vaccStrain_1_pretest","vaccStrain_2r_pretest","vaccStrain_3_pretest","vaccStrain_4r_pretest","vaccStrain_5_pretest","vaccIntent_1r_pretest","vaccIntent_2_pretest","vaccIntent_3r_pretest","vaccIntent_4_pretest","vaccIntent_5r_pretest","parentExpert_1_pretest","parentExpert_2_pretest","parentExpert_3_pretest","parentExpert_4r_pretest","parentExpert_5r_pretest","infantImmLimCap_1_pretest","infantImmLimCap_2r_pretest","infantImmLimCap_3_pretest","infantImmLimCap_4_pretest","infantImmLimCap_5r_pretest","infantImmWeak_1_pretest","infantImmWeak_2_pretest","infantImmWeak_3_pretest","infantImmWeak_4r_pretest","infantImmWeak_5r_pretest","overpar_1_pretest","overpar_2_pretest","overpar_3_pretest","overpar_4r_pretest","overpar_5r_pretest","is_parent_posttest","children_num_posttest","children_oldest_posttest","children_youngest_posttest","plan_parent_posttest","flushot_self_this_posttest","flushot_self_next_posttest","flushot_child_this_posttest","flushot_child_next_posttest","vax_delay_spread_posttest","vax_refuse_posttest","vax_exemption_posttest","attention_posttest","comments1_posttest","comments_posttest","condition","duration_posttest","hb_1_posttest","hb_2_posttest","hb_3_posttest","hb_4_posttest","hb_check_5_posttest","nat_1_posttest","nat_2r_posttest","nat_3_posttest","nat_4_posttest","nat_5_posttest","nat_6r_posttest","medSkept_1_posttest","medSkept_2r_posttest","medSkept_3_posttest","medSkept_4_posttest","medSkept_5r_posttest","medSkept_6r_posttest","diseaseRare_1_posttest","diseaseRare_2_posttest","diseaseRare_3r_posttest","diseaseRare_4_posttest","diseaseRare_5r_posttest","diseaseSevere_1r_posttest","diseaseSevere_2_posttest","diseaseSevere_3_posttest","diseaseSevere_4r_posttest","diseaseSevere_5_posttest","vaccEff_1_posttest","vaccEff_2r_posttest","vaccEff_3r_posttest","vaccEff_4_posttest","vaccEff_check_1_posttest","vaccDanger_1_posttest","vaccDanger_2r_posttest","vaccDanger_3_posttest","vaccDanger_4r_posttest","vaccDanger_check_3_posttest","vaccTox_1r_posttest","vaccTox_2_posttest","vaccTox_3_posttest","vaccTox_4r_posttest","vaccTox_check_6_posttest","vaccStrain_1_posttest","vaccStrain_2r_posttest","vaccStrain_3_posttest","vaccStrain_4r_posttest","vaccStrain_5_posttest","vaccIntent_1r_posttest","vaccIntent_2_posttest","vaccIntent_3r_posttest","vaccIntent_4_posttest","vaccIntent_5r_posttest","parentExpert_1_posttest","parentExpert_2_posttest","parentExpert_3_posttest","parentExpert_4r_posttest","parentExpert_5r_posttest","infantImmLimCap_1_posttest","infantImmLimCap_2r_posttest","infantImmLimCap_3_posttest","infantImmLimCap_4_posttest","infantImmLimCap_5r_posttest","infantImmWeak_1_posttest","infantImmWeak_2_posttest","infantImmWeak_3_posttest","infantImmWeak_4r_posttest","infantImmWeak_5r_posttest","overpar_1_posttest","overpar_2_posttest","overpar_3_posttest","overpar_4r_posttest","overpar_5r_posttest"
"23",23,"52d9194de885a5e5",2,25,2,5,1,6,2,7,"","true",406,-3,-3,-3,0,1,0,-3,2,-3,0,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,3,3,3,3,3,3,3,3,3,-3,-3,-2,-3,-3,-1,-3,-3,-3,-3,2,-3,-3,-3,3,2,3,3,-2,3,3,1,-2,-1,-2,-3,1,-1,-2,-3,-3,1,-2,-2,-3,-3,0,-2,-3,-2,-3,0,NA,NA,NA,2,0,0,NA,NA,NA,NA,NA,1,"","","noInterv",605,0,-3,-3,2,1,2,-3,1,-3,0,2,3,-3,-3,-3,-2,-3,-3,0,-3,-3,-3,3,3,3,3,3,3,3,3,3,-3,-3,0,-3,-3,-1,-3,-3,-3,-3,2,2,-3,-2,2,2,3,3,-2,3,3,1,1,-3,-2,-3,3,3,3,3,3,2,2,2,0,0,1,-3,-2,-2,-2
"24",24,"fa774ad82318f7e6",1,23,1,4,1,3,2,30,"","true",102,1,1,1,1,1,1,-1,2,1,1,0,1,0,0,1,-1,-1,1,1,-1,1,-1,-1,0,2,-1,1,1,-2,0,1,-3,1,-1,1,-1,-1,-1,0,1,-1,2,1,-1,1,-1,0,-1,1,0,2,-1,1,2,0,-1,-2,0,-2,2,1,0,1,0,1,0,0,1,0,2,-1,-1,0,NA,NA,NA,2,0,0,NA,NA,NA,NA,NA,1,"","","diseaseRisk",193,0,2,1,1,1,1,-1,1,2,1,0,2,-1,1,0,-1,-2,2,0,-1,1,0,-1,1,1,-1,1,2,-1,0,1,-3,1,0,1,0,-1,-2,0,2,-1,2,2,0,1,-1,1,0,2,-1,1,-1,0,0,2,-1,-1,1,0,0,2,-1,0,2,1,-1,-2,1,1,1,-1,-2
"25",25,"5b583dd639c8407e",2,25,1,2,1,3,2,31,"","true",427,1,1,2,2,1,-2,-2,2,0,-2,1,-2,-2,-2,-1,2,-3,-2,-1,-1,-1,-2,2,1,2,3,2,-1,-2,-1,0,-3,-2,-2,-1,-1,-1,-1,-1,-1,-1,2,-1,1,-2,-1,-1,2,3,2,2,3,0,-1,-1,0,-2,-1,-1,1,2,-1,2,1,1,0,-2,0,3,3,1,2,1,2,5,3,NA,1,1,1,1,0,0,0,1,"","","diseaseRisk",531,1,-1,1,-2,1,1,-2,2,-1,-3,2,-2,-3,-1,-2,3,-3,-3,-2,-3,-2,-2,2,3,3,3,3,2,-2,2,1,-3,-3,-2,-2,-2,-1,-1,-1,-2,-2,2,-1,1,-3,-1,-2,2,3,2,3,3,1,1,-2,-2,-2,-2,-1,-1,-1,-2,3,1,1,1,1,2,3,3,1,2
"26",26,"184fce72a5963b05",1,18,1,3,3,3,2,0,"Good survey with good compensation!","true",428,-2,-1,-1,-2,1,-1,-1,1,-1,-2,1,1,-2,1,-1,1,-2,-1,-1,-2,-1,-2,3,2,3,3,3,2,1,2,2,-3,-2,-1,-1,-2,-1,-2,-2,-1,-2,2,-1,-2,-1,-1,-1,3,3,2,2,3,-1,-1,-3,-1,-2,2,2,2,3,3,1,2,2,2,2,-1,1,1,-2,-2,0,NA,NA,NA,3,0,0,NA,NA,NA,NA,NA,1,"","","diseaseRisk",400,-1,-3,-3,-3,1,1,-1,-1,2,-3,-2,2,-2,1,0,1,-1,-3,-2,-1,1,-1,2,2,3,2,3,2,1,2,2,-3,-3,-2,-2,-3,-1,-2,-3,-2,-3,2,-1,-2,-1,1,1,3,3,1,3,3,-1,-2,-1,1,-3,2,1,1,2,1,-2,1,2,2,1,1,2,-1,-1,-1
"27",27,"bea07c090bbeea98",2,37,1,6,5,6,9,67,"","true",425,2,1,1,1,1,2,3,2,0,1,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-2,0,-1,-3,2,3,1,3,-1,2,1,2,2,2,1,0,1,3,2,-1,-2,-2,-3,-2,1,1,1,1,-1,0,-1,0,0,-1,2,-1,-1,-1,-1,0,-2,-1,-1,-2,1,5,12,1,NA,0,0,0,0,1,1,3,1,"","","diseaseRisk",492,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,0,1,-1,0,1,0,-1,1,-2,0,-1,-3,2,2,-1,2,-1,2,2,2,2,2,2,-1,1,2,2,-2,-2,-1,-2,-2,2,2,1,2,-1,1,-1,-1,0,-1,1,-1,-1,-2,-1,-1,-1,-1,-2,-1
"28",28,"5222f00f918fce10",1,26,1,6,1,4,12,100,"","true",290,-3,-3,-3,-3,1,-3,-3,-3,-3,-3,-3,1,-3,-3,-3,1,-3,-3,-3,-2,-3,-2,3,3,3,3,3,2,3,3,3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,3,3,3,3,3,1,-3,-3,-2,-3,3,3,3,3,3,3,3,3,-1,3,2,2,3,-1,-1,0,NA,NA,NA,2,0,1,NA,NA,NA,NA,NA,1,"","","diseaseRisk",255,-3,-3,-3,-3,1,-3,-2,-2,-3,-3,-3,3,-1,-1,-3,2,-1,-3,-3,-3,-3,-3,3,3,3,3,3,3,1,3,3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,3,3,3,3,3,-1,-1,-2,-2,-2,3,1,1,3,2,1,3,3,-1,1,-1,3,1,-1,-1
"29",29,"b169b16f79ebfa96",1,29,1,4,1,3,9,33,"","true",317,1,1,1,2,1,1,-1,1,0,-2,1,-1,-1,1,-2,2,-1,-2,-2,-1,-2,-2,1,2,1,2,2,1,1,2,1,-3,-1,-1,0,-1,-1,-1,-1,0,-1,2,1,-2,1,1,0,1,2,-1,2,2,0,-1,-2,-1,-2,1,1,0,1,0,0,1,-1,0,-1,1,1,2,1,1,0,NA,NA,NA,3,0,0,NA,NA,NA,NA,NA,1,"","","diseaseRisk",321,1,1,1,1,1,0,0,0,-1,-2,1,-1,-1,0,-1,2,-1,-2,-1,-1,-2,-2,2,2,2,2,2,1,1,2,1,-3,-2,0,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,2,0,2,1,0,2,1,1,-2,-1,-2,-2,1,1,-1,1,-1,2,2,1,2,1,1,2,1,1,1
"30",30,"06679d0cefb9e968",1,34,1,6,1,5,2,0,"Thanks! ","true",424,-2,-2,3,-2,1,0,-3,-3,-3,-3,-3,1,-2,0,-2,2,-3,-2,-2,-2,-2,-1,2,3,3,3,3,3,2,2,3,-3,-3,-2,0,-3,-1,-2,-2,0,0,2,0,0,-2,0,0,-3,3,0,3,3,3,3,3,-1,-2,2,-2,0,0,-2,3,0,0,0,0,1,2,1,-2,-3,1,5,7,1,NA,1,1,1,1,0,0,0,1,"Thanks","Thanks","noInterv",401,-3,0,3,0,1,0,-3,-3,0,-3,3,2,-3,1,0,3,-3,-1,1,-2,0,0,3,3,3,3,3,3,3,3,3,-3,-3,0,0,-3,-1,-3,-3,0,0,2,0,0,0,0,0,3,3,0,3,3,3,3,3,-2,-2,2,-2,0,0,-2,2,-2,0,-2,0,3,0,-1,-3,-3
"31",31,"194911de678b5a77",1,32,1,4,1,6,1,87,"Nope","true",409,0,-2,0,-2,1,-1,1,1,2,-3,-3,1,-1,1,0,2,0,-1,0,-1,-1,-1,3,2,2,2,2,1,-1,1,0,-3,0,-1,0,-1,-1,0,0,1,1,2,1,-1,0,0,0,2,2,1,2,3,1,1,-1,-1,1,1,-1,0,-1,0,-1,-1,0,-1,0,-1,-2,1,-1,-2,0,NA,NA,NA,2,0,1,NA,NA,NA,NA,NA,1,"Nope","Nope","noInterv",271,1,-1,-1,-1,1,2,-1,1,1,-3,3,1,-1,1,0,1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-3,0,-1,0,-1,-1,-1,-1,1,-1,2,1,-1,-1,-1,1,-1,1,-1,1,1,1,1,-1,-2,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"32",32,"13bff920833d6f6f",1,26,3,6,2,2,2,18,"no","true",314,1,0,1,-1,1,2,-1,0,0,2,0,0,-2,1,-2,1,-2,-1,1,-1,1,-2,2,2,3,2,3,2,2,3,2,-3,-3,-1,-2,-2,-1,-2,-2,-2,-3,2,-2,-1,-2,-2,-2,3,2,0,2,3,1,-1,-1,-3,-3,2,2,2,2,2,0,2,2,2,2,1,1,-3,-2,-3,0,NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,1,"no","no","diseaseRisk",279,-2,-2,2,-2,1,-1,-1,-2,-2,1,-1,-1,-2,-2,-1,2,-2,-2,-2,-3,-2,-2,2,3,2,3,3,2,3,2,3,-3,-2,0,-2,-3,-1,-2,-2,-2,-3,2,-3,0,-2,-2,0,3,3,0,3,3,-2,-2,-2,-3,-3,2,3,2,2,1,2,2,2,3,3,-1,-1,-2,-1,-2
"33",33,"23102506dcbf00d4",2,35,1,4,1,3,2,0,"I don't know much about child health but I do know that opting not to vaccinate your child can be very dangerous. ","true",431,1,-1,0,-1,1,2,3,-3,3,0,3,3,1,2,1,3,0,-3,-2,-2,-3,-2,3,2,2,3,3,1,3,2,2,-3,-1,0,0,-2,-1,0,-2,0,0,2,-1,-1,0,0,0,1,0,0,1,2,0,-3,-3,-1,-1,0,0,0,0,0,0,0,0,0,0,-2,0,-1,0,-3,0,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,1,"","","noInterv",297,0,-1,-1,-2,1,3,3,3,3,0,-3,3,2,2,0,2,1,-3,-1,3,-2,-1,3,2,2,3,2,1,2,3,2,-3,0,0,0,0,-1,0,0,0,0,2,-1,-1,-1,0,0,2,1,-1,1,3,-1,-2,-3,-1,-2,0,0,0,0,0,0,0,0,0,0,0,-1,-1,0,-2
"34",34,"1f04d62e77c46bb7",1,55,1,6,1,5,9,2,"no","true",409,-1,0,0,0,1,-2,-2,-2,-2,-2,2,-2,-2,2,-2,2,-2,-1,2,-2,-1,-2,2,2,2,2,2,2,0,2,2,-3,-2,-2,-2,-2,-1,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,2,2,1,2,3,-2,-2,-2,-1,-2,-1,1,2,1,1,2,2,2,2,2,-1,2,2,-1,-1,0,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,1,"no","no","noInterv",340,-2,-2,2,2,1,-1,-2,-2,-2,-2,1,0,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,3,3,3,3,3,2,0,2,2,-3,-2,-2,-2,-2,-1,-2,-2,-2,-2,2,-2,-2,-2,-2,-2,-2,3,2,2,2,2,-1,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,1,1,-1,-2
"35",35,"705cdac1b61d1d21",2,26,1,4,1,3,2,4,"","true",339,0,-2,1,-3,1,0,-3,0,-3,-2,0,1,-1,-1,-2,0,-2,-3,-1,0,-2,0,3,2,2,1,3,1,1,3,3,-3,-3,-1,-2,-3,-1,-2,-3,-1,0,2,-2,-2,-3,-2,-2,3,3,2,3,3,1,0,-1,-1,-2,0,-1,0,0,-1,-1,-2,-1,-2,-2,0,1,0,0,-2,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,"","","noInterv",256,-2,-3,-2,-3,1,1,-3,1,-3,-3,-1,1,-2,0,-2,0,-1,-2,-1,0,-2,-1,3,3,3,2,3,2,3,3,3,-3,-3,-2,-3,-3,-1,-3,-3,-3,-3,2,-3,-3,-2,-1,-1,3,3,2,3,3,0,1,-1,-1,-3,2,0,0,0,-1,-1,-1,-1,-1,-1,0,2,0,0,-2
"36",36,"05842f978626b42c",2,29,1,4,2,5,12,0,"No","true",435,-1,-2,-1,-3,1,-1,-2,-3,-3,2,-1,2,-1,3,-1,3,-3,-3,-3,-3,-3,-3,3,3,3,3,3,2,2,3,2,-3,-3,-2,-2,-3,-1,-3,-3,-3,-3,2,-1,-3,-1,-2,-1,3,3,3,3,3,-1,-2,-3,-2,-3,1,1,3,3,1,1,3,2,3,2,2,2,-2,-2,-3,0,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,1,"No","No","diseaseRisk",611,-1,-3,1,-3,1,-2,-2,-3,-3,1,-1,1,-2,3,-1,1,-3,-2,-2,-3,-3,-2,3,3,3,3,3,2,3,3,3,-3,-3,-2,-3,-3,-1,-3,-3,-3,-3,2,-1,-3,-3,-2,0,3,3,3,3,3,-3,-3,-3,-3,-3,3,3,-1,3,3,3,3,3,3,3,1,2,1,0,-3
"37",37,"eb335ff0004ad0eb",1,30,3,5,1,4,1,100,"good","true",345,3,2,2,3,1,2,-3,2,3,3,-2,2,-3,2,3,-3,-2,3,2,-3,3,-2,-2,3,2,-3,3,2,-3,-3,2,-3,2,-2,3,-3,-1,-2,2,3,-3,2,2,-3,2,-3,3,-3,3,-2,3,-2,3,3,2,-3,-2,2,-3,3,3,-2,2,3,2,-3,-3,3,3,2,-2,-3,1,2,6,10,NA,1,1,1,1,1,1,2,1,"it is very interesting good","good","noInterv",345,3,2,3,3,1,2,-3,2,3,3,-2,2,-3,2,3,-2,-3,3,2,-2,3,-3,-3,2,3,-3,2,2,-3,-2,3,-3,3,-2,3,-2,-1,-2,2,3,-3,2,3,-3,2,-2,3,-3,2,-3,3,-2,3,2,3,-2,-3,2,-3,2,3,-3,3,3,3,-2,-2,2,3,3,-3,-2
"38",38,"01c4f880e84a750f",1,30,2,6,1,3,9,2,"Thank you for letting me take this study","true",396,1,0,0,2,1,2,-1,0,-2,-2,2,3,2,3,0,2,2,0,0,-1,0,0,0,2,0,3,2,1,-2,2,0,-3,-2,0,0,-1,-1,-2,-2,-2,-2,2,1,0,0,0,0,2,2,-1,2,2,1,1,-1,2,0,2,0,2,2,2,0,2,1,0,0,0,0,0,0,-2,0,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,1,"Thank you for letting me take this study","","diseaseRisk",463,1,0,0,1,1,2,0,1,-2,-2,2,3,2,3,0,3,3,0,0,0,0,0,0,2,0,3,2,1,0,2,1,-3,-2,0,0,-2,-1,0,0,0,0,2,0,-1,0,0,0,2,2,0,2,2,1,-1,-2,2,1,0,0,0,0,0,2,1,2,2,2,1,2,0,0,0
"39",39,"bc6d9f0c74acb73b",2,53,1,3,2,6,1,100,"","true",461,-1,-1,1,0,1,3,0,-2,-2,-3,3,1,-3,0,0,3,-2,0,-1,0,1,2,3,3,-1,3,3,3,3,3,3,-3,0,-3,0,-3,-1,-3,-3,-3,-3,2,-2,2,-2,-2,-2,3,3,3,3,3,0,-1,-2,1,-1,1,0,-2,-1,1,0,0,0,1,1,3,3,3,0,-1,1,2,32,31,NA,0,0,0,0,0,0,0,1,"","","noInterv",433,-1,-3,0,-3,1,3,-1,0,-2,-3,1,0,-2,-1,1,2,-1,2,-2,0,-2,2,3,3,0,3,3,2,3,3,3,-3,-2,-3,-3,-3,-1,0,0,0,-1,2,-3,0,-3,0,-3,3,3,0,3,3,0,1,-1,-1,-2,1,-1,-3,-1,-1,0,-1,-1,-1,-1,2,2,3,-3,-3
"40",40,"5ab47f257adad76b",2,37,1,3,4,1,2,7,"","true",508,-3,-3,-3,-3,1,-1,-2,-2,-2,3,-3,1,-2,0,0,-2,-3,-2,-2,2,-3,-2,3,1,2,3,3,2,2,3,3,-3,-3,-2,-3,-1,-1,-3,-3,-3,-3,2,1,0,-2,-2,-1,3,3,3,3,3,-1,-1,1,1,0,-1,-1,1,-1,-1,-1,1,0,-1,-3,-1,0,0,0,0,1,3,11,6,NA,0,0,0,0,0,0,0,1,"","","diseaseRisk",474,-2,-3,-3,-3,1,0,-1,-2,2,2,3,-1,-2,-1,-1,-3,-2,-2,-1,-1,-2,-2,2,2,3,2,2,-1,2,3,1,-3,-3,-2,-3,-1,-1,-3,-3,-2,-2,2,0,-1,-2,-2,-2,3,2,1,3,3,0,1,1,0,-1,2,-2,-2,-1,-2,-3,-2,-2,-2,-2,-1,1,0,-1,-1
"41",41,"89c02768b9032434",2,21,5,3,5,2,11,45,"","true",277,0,0,0,0,1,0,-1,0,1,-1,0,0,0,0,0,0,-2,0,0,-1,0,0,0,1,1,2,1,0,0,0,0,-3,0,0,0,0,-1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,-1,1,1,1,1,1,2,2,2,1,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,"","","noInterv",290,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,-3,0,0,0,0,-1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,1,1,1,1,1,1,1,1,1,1,0,1,2,0,-1
"42",42,"d76cdd3c9638f6a8",2,26,1,4,1,3,9,50,"","true",346,0,0,2,1,1,0,0,1,0,-2,-1,2,0,0,0,0,0,-1,-1,1,-2,-1,-1,2,1,2,2,2,0,0,2,-3,0,0,0,-2,-1,0,0,0,0,2,0,0,0,0,0,2,2,2,2,2,0,-1,-2,-1,-1,1,0,0,1,0,0,1,1,0,0,1,2,2,0,-3,0,NA,NA,NA,0,1,1,NA,NA,NA,NA,NA,1,"","","noInterv",604,3,0,2,0,1,2,-1,2,2,2,0,1,0,0,0,0,0,0,0,-2,-1,-1,0,2,0,1,2,-1,0,0,1,-3,0,0,0,-2,-1,0,0,0,0,2,0,-3,0,0,0,0,2,0,2,2,0,-1,-3,-1,-2,0,0,0,0,0,0,0,1,0,0,1,1,3,-1,-1
"43",43,"1fdc6a869d45fbaf",1,30,5,6,1,4,2,70,"its Ineresting one.had a nice time","true",211,0,1,1,1,1,1,-2,2,0,1,-2,2,-3,2,0,-1,-3,0,2,-3,1,-1,-2,0,1,1,1,1,-2,-1,2,-3,1,-2,0,-1,-1,-2,0,-1,-1,2,3,-1,0,-1,2,-2,0,-1,0,0,3,1,2,-1,-2,1,0,1,0,-1,3,1,2,-2,0,0,1,2,-1,-2,0,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,1,"I got good information from this study","good one","diseaseRisk",955,2,2,-1,1,1,1,-1,0,1,0,0,1,-1,1,0,-2,-2,2,2,-1,1,-1,-2,1,0,-2,1,1,-1,-1,2,-3,1,-1,3,-2,-1,-1,0,1,-1,2,1,0,1,-1,2,-1,2,-2,3,1,1,1,2,0,-2,1,0,1,1,-2,0,2,1,-2,-1,1,2,1,0,-1
"44",44,"811b9861c0f972a8",1,27,1,3,1,4,11,0,"","true",331,3,1,2,-2,1,-2,-1,1,-3,-3,2,2,-2,-2,-3,-2,-3,-3,-2,-1,-3,-2,3,3,3,3,3,2,2,3,3,-3,-1,-2,-2,-3,-1,-3,-3,0,-3,2,-2,-2,-1,-1,1,3,3,1,3,3,2,-1,-2,-2,-3,3,3,3,3,3,3,3,3,3,2,1,1,-1,-1,-3,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,"","","diseaseRisk",402,3,-2,2,-2,1,-3,-1,-1,0,-3,3,3,-2,-1,-2,-2,-3,-3,-3,-2,-3,-2,1,3,3,3,3,3,3,3,3,-3,-2,-1,-3,-2,-1,-3,-3,-3,-3,2,-3,-2,-2,-1,-2,3,3,1,3,3,-1,-2,-2,-3,-2,3,3,2,1,2,1,3,3,3,1,1,2,-1,1,-2
"45",45,"de96f4839478e9c1",2,39,1,5,5,3,1,99,"","true",419,1,-3,1,0,1,3,2,2,3,-3,3,2,-1,1,1,2,-1,-2,-3,-2,-3,-2,2,2,2,2,2,-1,0,3,1,-3,-1,-2,0,-2,-1,-1,-2,-1,-1,2,-2,-1,-2,-2,-1,3,3,0,3,3,2,3,2,3,-1,3,1,2,2,2,1,1,1,1,-2,1,-1,3,-3,-3,1,2,15,9,NA,0,0,1,1,0,0,0,1,"I have a daughter with chronic medical needs. I have to vaccinate to give her the best chance possible of fighting off illness. I am pretty biased towards vaccines because of her needs.","","noInterv",430,-1,-3,-1,-3,1,3,2,3,2,-3,3,3,-1,2,2,3,-1,-3,-3,-3,-3,-3,3,3,3,3,3,1,1,2,3,-3,-2,-2,1,-2,-1,-1,-3,-2,-2,2,-2,-2,-2,-2,-2,3,3,-1,3,3,3,3,3,1,-1,3,1,2,1,1,3,3,3,-1,-1,2,2,-1,-2,-3
"46",46,"efb3210e913f527f",1,21,1,3,8,6,9,52,"","true",372,1,-2,0,-2,1,0,-2,0,-2,-3,1,1,-1,1,0,1,0,-2,-1,-1,-1,0,2,2,1,2,2,2,1,1,2,-3,-2,0,0,1,-1,1,0,1,-1,2,1,0,-1,1,0,3,2,-1,1,3,0,-2,-1,-1,-1,0,0,-1,1,1,2,2,2,2,0,2,1,-2,-1,-2,0,NA,NA,NA,3,0,0,NA,NA,NA,NA,NA,1,"I would love to have more information about vaccines and whether or not they have dangerous side effects and risks.","","noInterv",368,0,-2,-2,-2,1,-2,-2,1,2,-3,1,2,-2,1,0,2,-1,-1,-1,-2,-1,0,2,2,1,2,2,1,0,1,2,-3,-2,0,1,1,-1,0,0,0,-1,2,1,0,0,1,1,2,2,0,1,3,0,0,-1,-2,-2,0,0,-1,0,0,2,1,1,1,0,1,1,-1,-1,-2
"47",47,"0156d972df03aa4e",1,41,1,3,1,3,9,49,"","true",318,-3,-3,0,-3,1,-3,-2,-3,-3,-3,-1,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,1,3,3,3,3,3,3,3,3,3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,2,-1,-3,-1,-2,-2,3,3,3,3,3,-1,-3,-3,-3,-3,3,1,1,1,1,3,3,2,0,1,2,3,2,1,0,1,2,12,2,NA,0,1,1,1,0,0,0,1,"","","noInterv",301,-3,-3,-3,-3,1,-3,-3,-2,-3,-3,-1,-3,-2,-3,-3,-1,-3,-3,-3,-3,-3,-2,3,3,3,3,3,2,3,3,3,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,2,-3,-3,-3,-2,-3,3,3,3,3,3,-2,-2,-2,-2,-2,2,2,2,2,2,3,2,2,2,1,3,3,2,3,0
"48",48,"b42dd9e3bfeac989",1,26,1,4,3,3,2,0,"","true",450,1,0,1,1,1,2,-1,1,-1,-1,1,1,1,1,0,2,0,-1,-1,-1,1,-1,0,1,1,1,1,1,1,0,0,-3,0,0,0,0,-1,0,0,1,0,2,1,0,0,1,1,1,1,-1,0,1,1,0,-1,0,-1,0,0,0,1,0,-1,0,0,0,1,1,1,0,0,-1,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,1,"","","diseaseRisk",466,1,0,1,0,1,1,-2,1,-3,-2,1,0,-1,-1,-1,1,-1,-2,0,-1,-1,-1,3,1,2,2,3,2,2,1,2,-3,-2,-1,-2,-2,-1,-1,-2,-1,-1,2,1,-1,-2,0,-1,2,2,1,2,2,-1,-1,-1,-2,-2,1,1,1,1,1,1,1,1,1,1,2,1,0,1,-1
"49",49,"2679f8aa69228c90",2,44,1,3,1,5,1,53,"Thank you for allowing me to participate!","true",532,-1,-1,-1,1,1,1,-1,1,-1,-2,1,1,-1,1,-1,2,1,-2,-2,-2,-2,-2,2,2,1,2,2,2,3,2,2,-3,-2,-2,-2,-2,-1,-1,-1,1,-2,2,1,1,1,1,-1,3,3,3,3,3,1,1,-2,0,-2,2,1,-1,1,-1,-1,1,1,2,2,1,2,-1,-1,-1,1,3,22,18,NA,1,1,0,0,0,0,0,1,"Thank you for allowing me to participate!","None","diseaseRisk",563,1,-2,-1,-2,1,-1,-1,0,0,-2,-1,2,1,1,-1,2,1,-3,-3,-2,-3,-3,2,3,2,3,2,2,2,2,2,-3,-2,-2,-2,-2,-1,-1,-1,-1,-1,2,-1,-2,-2,1,-1,2,3,3,3,3,-1,1,-1,-1,-3,2,1,-1,2,1,1,2,1,1,-1,-1,2,2,1,-2
